FILENAME,FRAME,TIME (HMS),PERIOD,PERIOD TIME (HMS),LENGTH (mm),PRECISION (mm),RMS (mm),RANGE (mm),DIRECTION (deg),HORZ. DIR. (deg),VERT. DIR. (deg),MID_X (mm),MID_Y (mm),MID_Z (mm),OPCODE,TAPEREADER,DEPTH,COMMENT,YEAR,DIVE,TRANSECT_NUMBER,,DIVE_NO,,,,FAMILY,GENUS,SPECIES,CODE,NUMBER,STAGE,ACTIVITY,CHECK_ID,COMMENT,EVENT TIME HH:MM:SS
SL_2018SSEO_Dive_09_07-57-18.000.avi,42738,0:21:08,,16:21:08,,27.624,0.177,3746.57,27.514,,,1709.221,254.537,-3324.239,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,34,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,43946,0:21:48,,16:21:48,,54.576,2.82,5402.151,15.726,,,81.704,1433.995,-5207.707,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,37,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,47676,0:23:52,,16:23:52,,54.755,0.023,5194.257,24.973,,,-2058.594,730.499,-4712.629,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,41,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,48177,0:24:09,,16:24:09,,69.696,0.799,5937.037,21.945,,,-475.135,2137.735,-5518.4,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,42,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,49156,0:24:41,,16:24:41,,51.837,0.601,5091.006,33.655,,,2294.149,1619.552,-4246.443,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,43,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,63741,0:32:48,,16:32:48,,61.624,0.006,5672.459,23.44,,,100.231,2226.348,-5216.332,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,53,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,66797,0:34:30,,16:34:30,,39.139,0.838,4435.53,18.68,,,-1386.108,-333.722,-4200.15,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,56,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,68366,0:35:22,,16:35:22,,24.981,0.641,3573.529,25.337,,,-1516.852,-211.625,-3228.697,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,57,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,71596,0:37:10,,16:37:10,,49.724,0.585,4835.939,22.785,,,1292.124,1331.767,-4465.772,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,60,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,74985,0:39:02,,16:39:02,,40.4,1.332,4495.663,24.074,,,1806.675,292.622,-4106.249,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,61,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,75595,0:39:23,,16:39:23,,25.358,0.39,3541.348,17.995,,,1020.981,374.977,-3370.183,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,62,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,76603,0:39:56,,16:39:56,,47.506,0.627,4989.558,16.949,,,195.26,1415.786,-4780.493,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,65,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,77297,0:40:20,,16:40:20,,17.416,0.806,2882.935,25.193,,,1118.738,490.369,-2611.374,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,68,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,77665,0:40:32,,16:40:32,,7.696,0.386,1943.228,14.806,,,319.428,-390.265,-1876.644,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,70,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,80692,0:42:13,,16:42:13,,28.656,0.671,3778.498,15.905,,,-838.156,588.511,-3637.059,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,quillback,147,147,72,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,22069,0:09:39,,16:09:39,,38.394,0.331,4252.97,28.621,,,1209.746,1619.151,-3742.007,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,tiger,148,148,10,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,37008,0:17:57,,16:17:57,,63.647,0.418,5621.089,19.756,,,666.804,1750.79,-5299.693,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,tiger,148,148,21,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,42110,0:20:47,,16:20:47,,24.017,1.039,3802.004,2.076,,,-137.636,-14.53,-3799.484,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,tiger,148,148,28,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,43881,0:21:46,,16:21:46,,27.309,0.512,3715.523,23.824,,,1491.957,144.583,-3399.745,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,tiger,148,148,36,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,47007,0:23:30,,16:23:30,,15.299,0.852,2832.637,29.158,,,1377.375,73.749,-2474.112,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,tiger,148,148,40,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,40260,0:19:45,,16:19:45,,21.142,0.203,3240.886,21.298,,,1164.784,-186.248,-3018.597,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,China,149,149,27,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,17960,0:07:22,,16:07:22,,22.633,0.603,3267.71,24.916,,,744.573,1142.05,-2969.724,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,rosethorn,150,150,6,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,31202,0:14:43,,16:14:43,,11.913,0.517,2636.99,3.257,,,76.769,114.572,-2633.381,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,rockfish,silvergray,157,157,16,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,33638,0:16:04,,16:16:04,,29.155,0.542,3759.962,18.049,,,937.773,671.971,-3578.596,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,greenling,kelp greenling,194,194,18,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,38970,0:19:02,,16:19:02,,41.897,1.36,4449.509,29.15,,,1703.152,1319.583,-3893.084,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,greenling,kelp greenling,194,194,24,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,57463,0:29:18,,16:29:18,,45.346,1.053,4885.086,29.643,,,-2364.924,-517.628,-4243.025,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,greenling,kelp greenling,194,194,49,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,76031,0:39:37,,16:39:37,,53.719,1.284,5014.007,25.336,,,1396.001,1605.101,-4540.385,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,greenling,kelp greenling,194,194,63,,,,,
SL_2018SSEO_Dive_09_07-57-18.000.avi,3192,0:59:09,,16:59:09,527.112,140.995,0.669,6205.159,22.506,39.936,14.397,1096.709,2106.864,-5732.569,1,KelliiWood,0,N/A,2018,SSEO_9,57,,9,,,,halibut,halibut,200,200,1,,,,,
SL_2018SSEO_Dive_10_09-25-54.000.avi,55138,0:56:35,,1:56:35,579.46,58.715,0.83,5168.056,30.788,1.966,6.062,-2083.978,1629.378,-4439.704,1,KelliiWood,0,N/A,2018,SSEO_10,58,,10,,,,cod,Pacific cod,110,110,2,,,,,
SL_2018SSEO_Dive_10_09-25-54.000.avi,67679,0:03:33,,2:03:33,409.479,16.571,0.98,1831.968,3.002,53.571,22.865,-83.238,-47.687,-1829.454,1,KelliiWood,0,N/A,2018,SSEO_10,58,,10,,,,cod,Pacific cod,110,110,5,,,,,
SL_2018SSEO_Dive_10_09-25-54.000.avi,73928,0:07:01,,2:07:01,340.985,11.329,0.414,1706.533,23.697,38.157,11.976,641.936,-241.452,-1562.65,1,KelliiWood,0,N/A,2018,SSEO_10,58,,10,,,,cod,Pacific cod,110,110,6,,,,,
SL_2018SSEO_Dive_10_09-25-54.000.avi,57728,0:58:01,,1:58:01,,10.438,0.401,2258.445,23.396,,,877.15,-197.137,-2071.791,1,KelliiWood,0,N/A,2018,SSEO_10,58,,10,,,,rockfish,greenstripe,135,135,3,,,,,
SL_2018SSEO_Dive_10_09-25-54.000.avi,62584,0:00:43,,2:00:43,,12.893,1.741,2530.945,14.912,,,-556.055,-351.436,-2443.968,1,KelliiWood,0,N/A,2018,SSEO_10,58,,10,,,,rockfish,greenstripe,135,135,4,,,,,
SL_2018SSEO_Dive_10_09-25-54.000.avi,51708,0:54:41,,1:54:41,,14.545,0.286,2723.924,15.567,,,-701.832,191.266,-2624.997,1,KelliiWood,0,N/A,2018,SSEO_10,58,,10,,,,rockfish,redbanded,153,153,1,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,16057,11:00:24,,3:00:24,472.598,17.775,5.252,2636.599,17.167,17.858,0.85,-742.435,233.192,-2519.139,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,cod,Pacific cod,110,110,4,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,66510,11:28:26,,3:28:26,359.14,40.362,0.831,3758.891,16.256,29.841,28.351,505.432,922.908,-3608.606,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,cod,Pacific cod,110,110,7,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,67661,11:29:04,,3:29:04,405.61,12.309,0.522,1627.55,20.999,68.724,34.914,-467.443,348.798,-1519.459,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,cod,Pacific cod,110,110,9,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,67559,11:29:01,,3:29:01,,3.206,0.022,1241.401,16.795,,,-155.33,-329.308,-1186.805,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,greenstripe,135,135,8,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,7641,10:55:44,,2:55:44,716.977,67.603,1.329,4632.998,25.859,37.259,31.52,-1174.961,-1643.985,-4169.106,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,yelloweye,145,145,2,AD,Feeding,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,10725,10:57:27,,2:57:27,423.983,146.463,0.781,5169.286,16.672,62.66,6.016,1415.417,-442.594,-4951.992,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,yelloweye,145,145,3,SU,Fish milling/hovering,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,19350,11:02:14,,3:02:14,511.981,78.333,1.439,4712.806,3.774,44.093,39.134,50.972,306.009,-4702.584,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,yelloweye,145,145,5,AD,Feeding,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,74040,11:32:37,,3:32:37,749.666,152.871,0.74,6264.973,33.222,66.384,25.681,2572.458,2272.567,-5240.971,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,yelloweye,145,145,11,AD,Fish milling/hovering,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,71268,11:31:05,,3:31:05,,50.507,0.839,5146.7,20.612,,,51.069,1786.828,-4826.299,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,rosethorn,150,150,10,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,74293,11:32:45,,3:32:45,,32.556,0.288,4083.787,12.429,,,-691.37,-562.846,-3985.289,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,rosethorn,150,150,12,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,2963,10:53:08,,2:53:08,,17.228,0.704,2887.201,25.799,,,-1126.8,543.009,-2602.189,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,rockfish,dusky,172,172,1,,,,,
SL_2018SSEO_Dive_11_10-51-24.000.avi,30893,11:08:39,,3:08:39,,14.993,0.164,2907.83,6.31,,,-159.997,262.122,-2891.568,1,KelliiWood,0,N/A,2018,SSEO_11,59,,11,,,,,,,,6,,,,Pyrosome for Aaron,
SL_2018SSEO_Dive_12_12-58-50.000.avi,12777,13:06:01,,5:06:01,415.706,62.843,2.505,4758.96,28.449,15.315,5.861,2083.969,892.451,-4184.292,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,greenling,lingcod,130,130,10,,Fish resting on bottom,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,10754,13:04:53,,5:04:53,259.574,26.386,1.763,2459.698,26.806,62.78,27.481,670.189,883.894,-2195.38,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,black,142,142,7,,Fish milling/hovering,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,10554,13:04:47,,5:04:47,161.947,22.76,1.974,3074.728,10.7,20.274,15.384,570.846,4.524,-3021.27,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,6,JV,Fish moving quickly out of frame,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,11233,13:05:09,,5:05:09,141.07,66.869,4.6,4463.647,31.543,46.627,30.404,1925.257,1321.437,-3804.121,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,8,JV,Feeding,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,22202,13:11:15,,5:11:15,216.139,48.369,2.465,3608.487,22.467,36.933,16.587,-1363.384,-207.005,-3334.593,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,16,JV,Feeding,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,26282,13:13:31,,5:13:31,202.234,78.366,2.437,5408.06,32.576,21.405,10.976,2310.388,1772.177,-4557.259,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,20,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,45241,13:24:03,,5:24:03,291.317,108.861,3.344,4695.684,24.898,86.843,24.323,-1930.7,-424.906,-4259.261,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,30,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,49609,13:26:29,,5:26:29,332.84,110.846,4.677,5425.097,34.111,55.162,0.68,2365.826,1912.784,-4491.748,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,32,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,58770,13:31:34,,5:31:34,454.753,145.455,3.105,5447.249,19.826,58.908,13.68,-162.686,1840.358,-5124.367,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,37,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,68647,13:37:03,,5:37:03,146.51,66.352,2.906,3892.267,17.353,50.437,22.117,536.537,1029.459,-3715.116,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yelloweye,145,145,41,JV,Fish moving quickly out of frame,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,1330,12:59:39,,4:59:39,,43.362,2.333,4570.561,23.685,,,-846.611,1608.066,-4193.733,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,1,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,1330,12:59:39,,4:59:39,,76.459,1.91,6169.759,24.224,,,630.923,2423.218,-5638.783,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,2,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,1732,12:59:53,,4:59:53,,50.215,0.127,4894.396,22.215,,,-1132.466,1440.629,-4538.416,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,3,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,10018,13:04:29,,5:04:29,,39.251,0.683,4620.407,11.777,,,-157.494,907.031,-4527.765,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,5,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,16368,13:08:01,,5:08:01,,48.5,3.64,4922.011,24.494,,,-1968.603,515.012,-4481.692,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,11,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,16841,13:08:16,,5:08:16,,66.889,3.938,5819.026,15.328,,,-1362.362,685.969,-5615.556,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,13,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,17275,13:08:31,,5:08:31,,77.486,2.517,6226.21,32.817,,,2833.614,1805.828,-5241.689,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,14,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,22779,13:11:34,,5:11:34,,15.993,0.46,2762.627,28.062,,,-961.645,-886.472,-2433.417,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,17,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,27113,13:13:59,,5:13:59,,55.209,3.485,5192.279,23.576,,,722.262,1923.084,-4768.632,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,21,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,27838,13:14:23,,5:14:23,,95.6,6.477,7123.22,27.077,,,-3228.415,268.885,-6343.918,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,22,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,34332,13:17:59,,5:17:59,,106.537,3.653,8108.601,1.558,,,144.571,-207.22,-8104.663,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,24,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,35574,13:18:41,,5:18:41,,42.232,1.082,4660.661,14.502,,,1139.127,-276.657,-4510.833,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,25,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,41011,13:21:42,,5:21:42,,25.624,1.461,3763.234,9.067,,,587.512,61.948,-3716.574,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,26,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,42120,13:22:19,,5:22:19,,44.677,0.309,4914.052,9.515,,,-564.206,560.045,-4849.323,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,27,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,44279,13:23:31,,5:23:31,,87.886,1.78,6610.599,30.948,,,-2798.86,1901.096,-5679.105,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,28,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,44633,13:23:43,,5:23:43,,60.253,4.502,5536.562,25.425,,,-384.328,2320.505,-5012.092,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,29,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,49198,13:26:15,,5:26:15,,52.322,1.922,5413.554,8.767,,,-209.203,771.16,-5354.262,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,31,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,49609,13:26:29,,5:26:29,,86.831,2.492,6404.24,25.076,,,1504.985,2229.544,-5811.923,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,33,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,50151,13:26:47,,5:26:47,,55.379,4.004,5098.506,26.945,,,1431.503,1790.437,-4554.108,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,35,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,59657,13:32:04,,5:32:04,,37.733,1.261,4423.495,26.462,,,-1950.156,266.93,-3961.433,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,38,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,63311,13:34:05,,5:34:05,,49.671,6.032,5274.322,9.157,,,-157.571,798.242,-5211.186,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,40,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,73544,13:39:46,,5:39:46,,78.757,1.631,6124.776,21.662,,,1321.876,1805.421,-5701.401,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,42,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,73544,13:39:46,,5:39:46,,84.917,3.751,6520.842,33.14,,,2931.213,2001.402,-5470.262,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,43,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,74344,13:40:13,,5:40:13,,126.831,5.878,7776.92,30.61,,,2767.525,2798.572,-6707.405,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,44,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,74612,13:40:22,,5:40:22,,35.053,2.748,4194.832,31.665,,,1986.295,932.644,-3575.112,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,quillback,147,147,45,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,11327,13:05:13,,5:05:13,,16.827,0.488,3102.184,5.891,,,91.599,289.375,-3087.3,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,tiger,148,148,9,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,25476,13:13:04,,5:13:04,,25.377,0.563,3817.268,6.717,,,-47.158,424.881,-3793.255,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,tiger,148,148,19,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,30660,13:15:57,,5:15:57,,24.746,2.053,3567.458,17.812,,,1090.946,9.944,-3396.542,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,China,149,149,23,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,16650,13:08:10,,5:08:10,,36.721,1.578,4152.38,27.014,,,1149.618,1476.485,-3706.836,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,yellowtail,155,155,12,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,9373,13:04:07,,5:04:07,,26.799,0.39,3650.781,23.925,,,1451.76,273.574,-3338.526,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,greenling,kelp greenling,194,194,4,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,17370,13:08:34,,5:08:34,,15.554,0.853,2820.551,20.63,,,-993.738,-6.753,-2639.687,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,greenling,kelp greenling,194,194,15,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,49670,13:26:31,,5:26:31,,76.705,6.99,6405.246,12.176,,,406.342,1256.897,-6267.558,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,greenling,kelp greenling,194,194,34,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,50687,13:27:05,,5:27:05,,30.201,3.188,3775.358,23.651,,,1282.531,788.112,-3462.271,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,greenling,kelp greenling,194,194,36,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,60562,13:32:34,,5:32:34,,45.865,2.658,4925.621,29.55,,,-2375.618,486.077,-4287.413,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,greenling,kelp greenling,194,194,39,,,,,
SL_2018SSEO_Dive_12_12-58-50.000.avi,25476,13:13:04,,5:13:04,,14.876,0.607,2870.174,7.863,,,141.908,351.795,-2844.996,1,KelliiWood,0,N/A,2018,SSEO_12,60,,12,,,,rockfish,unknown,,,18,,,YES,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,52779,15:00:06,,7:00:06,,27.543,0.123,3655.6,17.862,,,889.869,664.674,-3482.779,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,greenstripe,135,135,27,,,,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,10292,14:36:30,,6:36:30,180.078,23.226,1.194,3115.932,9.565,28.199,41.373,481.633,-190.01,-3072.614,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,3,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,10476,14:36:36,,6:36:36,,36.073,4.448,4270.186,22.099,,,1594.377,177.15,-3957.407,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,4,AD,Feeding,,"NO LENGTH, 1/2 body hidden",
SL_2018SSEO_Dive_13_14-30-46.000.avi,10664,14:36:42,,6:36:42,284.282,78.8,8.491,5569.775,11.004,27.757,34.556,530.411,921.333,-5467.376,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,5,JV,Fish seeking cover,,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,12590,14:37:47,,6:37:47,190.314,85.842,0.789,4522.915,15.643,42.503,4.908,707.927,993.068,-4355.389,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,6,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,13140,14:38:05,,6:38:05,244.648,31.021,2.438,2916.878,28.312,47.972,25.512,-874.489,-1071.924,-2567.961,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,7,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,16717,14:40:04,,6:40:04,490.22,141.348,2.152,5320.35,19.437,60.633,17.04,-1290.796,1211.795,-5017.123,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,8,AD,Fish milling/hovering,,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,18232,14:40:55,,6:40:55,257.038,56.077,6.196,3839.622,7.121,36.158,3.668,165.699,446.195,-3810.006,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,9,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_13_14-30-46.000.avi,20414,14:42:07,,6:42:07,206.486,28.92,0.151,5066.447,7.764,9.602,9.006,251.813,636.425,-5020.004,1,KelliiWood,0,N/A,2018,SSEO_13,61,,13,,,,rockfish,yelloweye,145,145,10,JV,Fish resting on bottom,,,
