Filename,Frame,Time (HMS),Seconds,Period,Period time (HMS),Image row,Image col,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Start_End,Comment,Event Time HH:MM:SS
SL_2018SSEO_Dive_23_15-28-33.000.avi,5459,15:35:20,56120,,,382,707,QC,amy,,,2018,23,,,,,,,Bad,loitering in same area,BLA,BLA,4,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,5656,15:35:27,56127,,,513,698,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,5910,15:35:35,56135,,,551,799,QC,amy,,,2018,23,,,,,,,Bad,loitering in same area,BLA,BLA,6,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,6215,15:35:45,56145,,,551,799,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,15:35:45
SL_2018SSEO_Dive_23_15-28-33.000.avi,23123,15:45:09,56709,,,690,781,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,8,AD,Passing,,can see in belly,
SL_2018SSEO_Dive_23_15-28-33.000.avi,23339,15:45:16,56716,,,556,754,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,9,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,24233,15:45:46,56746,,,490,689,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,10,AD,Passing,,can see in belly,15:45:45
SL_2018SSEO_Dive_23_15-28-33.000.avi,24522,15:45:55,56755,,,478,553,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,11,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,32685,15:50:28,57028,,,512,734,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,12,AD,Passing,,can see in belly,
SL_2018SSEO_Dive_23_15-28-33.000.avi,32860,15:50:33,57033,,,566,788,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,13,AD,Passing,,,15:50:33
SL_2018SSEO_Dive_23_15-28-33.000.avi,41598,15:55:25,57325,,,403,647,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,14,AD,Passing,,can see in belly,15:55:24
SL_2018SSEO_Dive_23_15-28-33.000.avi,42432,15:55:52,57352,,,360,610,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,15,AD,Passing,,,15:55:52
SL_2018SSEO_Dive_23_15-28-33.000.avi,50356,16:00:17,57617,,,441,489,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,16,AD,Passing,,can see in belly,
SL_2018SSEO_Dive_23_15-28-33.000.avi,50504,16:00:21,57621,,,551,799,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,17,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,59188,16:05:11,57911,,,381,618,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,18,AD,Passing,,can see in belly,
SL_2018SSEO_Dive_23_15-28-33.000.avi,59887,16:05:34,57934,,,379,698,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,19,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,62088,16:06:48,58008,,,389,698,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,20,AD,Passing,,can see in belly,
SL_2018SSEO_Dive_23_15-28-33.000.avi,62332,16:06:56,58016,,,409,597,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,21,AD,Passing,,,16:06:55
SL_2018SSEO_Dive_23_15-28-33.000.avi,66122,16:09:02,58142,,,568,687,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,22,AD,Passing,,can see in belly,16:09:02
SL_2018SSEO_Dive_23_15-28-33.000.avi,66407,16:09:12,58152,,,368,686,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,23,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,67661,16:09:53,58193,,,394,620,QC,amy,,,2018,23,,,,,,,Bad,loitering in same area,BLA,BLA,24,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,68200,16:10:11,58211,,,482,578,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,25,AD,Passing,,,16:10:11
SL_2018SSEO_Dive_23_15-28-33.000.avi,69293,16:10:48,58248,,,480,641,QC,amy,,,2018,23,,,,,,,Bad,loitering in same area,BLA,BLA,26,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,70017,16:11:12,58272,,,478,634,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,27,AD,Passing,,,16:11:11
