Event,DIVE_NO,SECONDS,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
45137,cseo_18,47410,508687.45,6232588.08,161.7,-2.29,5.73,508704.29,6232630.14,124,162,180.69,5.28,-33.23
45138,cseo_18,47411,508687.14,6232587.71,161.5,-1.72,8.02,508704.29,6232630.14,124,162,180.69,5.28,-33.23
45139,cseo_18,47412,508687.34,6232587.15,161.6,-2.86,6.88,508704.29,6232630.14,124,160,180.69,5.22,-33.8
45140,cseo_18,47413,508687.24,6232587.15,161.1,-0.57,4.01,508704.29,6232630.14,124,158,180.69,4.57,-33.8
45141,cseo_18,47414,508687.14,6232587.15,160.1,-1.15,1.72,508704.29,6232630.14,124,159,180.69,4.15,-37.24
45142,cseo_18,47415,508687.34,6232586.78,159.2,-5.73,1.15,508704.29,6232630.14,124,159,180.69,3.98,-36.1
45143,cseo_18,47416,508687.45,6232586.59,159.4,-5.73,2.29,508704.29,6232630.14,124,160,180.69,3.95,-33.8
45144,cseo_18,47417,508686.93,6232586.41,160.9,0,5.73,508704.29,6232630.14,124,161,180.69,3.95,-33.8
45145,cseo_18,47418,508686.42,6232585.85,162.3,0.57,8.59,508704.29,6232630.14,124,161,180.69,3.72,-32.09
45146,cseo_18,47419,508686.42,6232585.29,161.8,-2.86,7.45,508704.29,6232630.14,125,161,180.69,3.61,-33.8
45147,cseo_18,47420,508686.93,6232585.48,160.6,-2.86,2.29,508698.31,6232631.24,125,161,189.24,3.64,-33.23
45148,cseo_18,47421,508687.35,6232585.67,159.3,-1.15,-1.72,508698.31,6232631.24,125,161,189.24,3.61,-32.09
45149,cseo_18,47422,508687.24,6232585.3,159.3,-2.29,1.15,508698.31,6232631.24,125,162,189.24,3.61,-33.23
45150,cseo_18,47423,508686.83,6232584.74,161.1,-2.86,6.88,508693.78,6232635.6,125,161,201.6,3.44,-30.94
45151,cseo_18,47424,508686.42,6232584.55,162,0,8.59,508693.78,6232635.6,125,161,201.6,3.44,-30.94
45152,cseo_18,47425,508686.63,6232584.55,161.7,0.57,5.73,508693.78,6232635.6,125,162,201.6,2.99,-32.09
45153,cseo_18,47426,508687.04,6232584.18,161.4,-3.44,3.44,508696.49,6232627.83,124.6,160,197.92,3.55,-32.09
45154,cseo_18,47427,508687.04,6232583.81,161.3,-2.86,2.29,508696.49,6232627.83,125,159,197.92,3.75,-30.94
45155,cseo_18,47428,508686.52,6232583.81,160.5,1.15,2.29,508696.49,6232627.83,125,158,197.92,3.81,-30.94
45156,cseo_18,47429,508686.42,6232583.44,159.5,0,2.86,508694.21,6232630.1,125,158,186.74,3.78,-29.79
45157,cseo_18,47430,508686.53,6232583.25,159.8,-3.44,4.58,508694.21,6232630.1,124,159,186.74,4.06,-29.22
45158,cseo_18,47431,508686.53,6232583.25,160.1,-2.86,5.73,508694.21,6232630.1,124,157,186.74,3.95,-29.79
45159,cseo_18,47432,508686.53,6232583.07,160.1,-1.15,5.16,508698.22,6232625.95,124,157,190.87,3.98,-29.79
45160,cseo_18,47433,508686.53,6232582.7,159.7,0.57,5.16,508698.22,6232625.95,124,158,190.87,4.15,-28.07
45161,cseo_18,47434,508686.22,6232582.14,159.1,0.57,5.73,508698.22,6232625.95,124,160,190.87,4.43,-29.22
45162,cseo_18,47435,508686.12,6232581.77,157.1,-1.72,4.58,508695.7,6232624.09,124,160,185.33,4.2,-29.22
45163,cseo_18,47436,508686.22,6232581.58,155.9,-1.72,1.72,508695.7,6232624.09,124,161,185.33,3.75,-30.94
45164,cseo_18,47437,508686.12,6232581.77,154.2,-0.57,0.57,508695.7,6232624.09,124,161,185.33,3.75,-30.94
45165,cseo_18,47438,508686.12,6232581.4,153.7,-2.86,2.86,508694.31,6232625.15,122.6,163,196.65,3.78,-32.09
45166,cseo_18,47439,508686.01,6232581.03,153.8,-2.86,5.73,508694.31,6232625.15,124,163,196.65,3.67,-32.09
45167,cseo_18,47440,508685.81,6232580.66,153.6,0.57,6.88,508694.31,6232625.15,124,162,196.65,3.36,-30.94
45168,cseo_18,47441,508685.91,6232580.47,152.6,0,6.3,508694.31,6232625.15,124,162,196.65,3.64,-32.09
45169,cseo_18,47442,508686.12,6232580.28,151.5,-1.15,4.01,508694.31,6232625.15,124,163,196.65,3.55,-33.8
45170,cseo_18,47443,508685.81,6232580.1,149.9,0,2.86,508694.31,6232625.15,125,163,196.65,3.41,-33.8
45171,cseo_18,47444,508685.71,6232579.91,148.5,-2.29,2.29,508694.31,6232625.15,125,161,196.65,3.36,-33.8
45172,cseo_18,47445,508685.91,6232579.73,148.2,-4.58,2.86,508694.31,6232625.15,125,160,196.65,3.16,-33.8
45173,cseo_18,47446,508685.6,6232579.73,148.6,-1.72,4.01,508694.31,6232625.15,125,161,196.65,3.07,-32.09
45174,cseo_18,47447,508685.5,6232579.17,149.3,-0.57,6.3,508696.89,6232618.11,125,159,183.17,3.13,-32.09
45175,cseo_18,47448,508685.91,6232578.99,149.7,-1.72,5.16,508696.89,6232618.11,125,157,183.17,3.39,-30.94
45176,cseo_18,47449,508686.02,6232578.99,148.9,1.15,3.44,508696.89,6232618.11,125,157,183.17,3.39,-30.94
45177,cseo_18,47450,508686.02,6232578.8,147.8,0.57,3.44,508694.92,6232615.06,123.8,155,212.9,3.33,-30.94
45178,cseo_18,47451,508686.02,6232578.43,147.2,-2.86,5.16,508694.92,6232615.06,125,156,212.9,3.33,-33.8
45179,cseo_18,47452,508685.81,6232578.24,147.1,-1.72,5.16,508694.92,6232615.06,125,158,212.9,3.3,-30.94
45180,cseo_18,47453,508685.71,6232578.24,147,0.57,3.44,508697.23,6232614.22,122.9,158,183.89,3.02,-29.22
45181,cseo_18,47454,508685.81,6232578.06,146.7,-0.57,4.01,508697.23,6232614.22,125,160,183.89,3.02,-30.94
45182,cseo_18,47455,508685.71,6232577.5,146.3,-1.72,4.58,508697.23,6232614.22,125,161,183.89,3.39,-30.94
45183,cseo_18,47456,508685.81,6232577.32,146.3,-1.72,4.58,508697.13,6232612.12,123.4,161,171.9,3.5,-29.79
45184,cseo_18,47457,508686.23,6232577.5,145.9,-1.15,2.86,508697.13,6232612.12,125,161,171.9,3.61,-33.23
45185,cseo_18,47458,508686.43,6232577.5,145.5,1.15,2.86,508697.13,6232612.12,125,161,171.9,3.44,-33.23
45186,cseo_18,47459,508686.33,6232577.13,145.8,0.57,5.16,508695.3,6232611.34,125,160,184.06,3.33,-30.94
45187,cseo_18,47460,508686.23,6232576.57,146.3,-1.15,8.02,508695.3,6232611.34,125,161,184.06,3.05,-33.8
45188,cseo_18,47461,508685.82,6232576.2,146.2,0.57,7.45,508695.3,6232611.34,125,161,184.06,3.19,-33.8
45189,cseo_18,47462,508685.61,6232576.2,145.5,1.15,4.01,508697.43,6232606.5,123.9,161,172.19,3.19,-33.8
45190,cseo_18,47463,508686.02,6232576.39,143.4,-2.29,-0.57,508697.43,6232606.5,125,161,172.19,3.16,-32.09
45191,cseo_18,47464,508686.54,6232576.58,142.6,-4.01,-1.72,508697.43,6232606.5,125,160,172.19,3.05,-29.79
45192,cseo_18,47465,508686.54,6232576.39,144,-2.86,2.86,508694.64,6232613.03,121.6,161,194.96,3.24,-30.94
45193,cseo_18,47466,508686.33,6232575.65,146.1,0,9.17,508694.64,6232613.03,125,161,194.96,3.33,-30.94
45194,cseo_18,47467,508686.34,6232575.09,149.3,2.86,10.31,508694.64,6232613.03,125,160,194.96,3.16,-29.79
45195,cseo_18,47468,508686.65,6232574.91,148.6,3.44,7.45,508694.64,6232613.03,125,160,194.96,3.05,-32.09
45196,cseo_18,47470,508686.96,6232574.91,145.6,1.72,2.86,508694.64,6232613.03,125,160,194.96,2.99,-32.09
45197,cseo_18,47471,508686.85,6232574.91,144.6,-1.72,1.15,508693.21,6232604.54,125,159,187.19,3.02,-33.23
45198,cseo_18,47472,508686.44,6232574.72,144.7,-2.86,2.86,508693.21,6232604.54,125,159,187.19,3.24,-33.23
45199,cseo_18,47473,508686.03,6232574.53,145.8,-2.29,5.16,508693.21,6232604.54,125,159,187.19,3.39,-29.79
45200,cseo_18,47474,508686.44,6232574.35,148,-2.86,4.58,508696.48,6232603.32,125,159,174.4,3.36,-29.22
45201,cseo_18,47475,508687.27,6232574.54,148.1,-0.57,2.86,508696.48,6232603.32,125,160,174.4,3.33,-29.79
45202,cseo_18,47476,508687.68,6232574.54,148.4,2.86,3.44,508696.48,6232603.32,125,160,174.4,3.33,-29.79
45203,cseo_18,47477,508687.78,6232574.17,148.5,3.44,6.3,508694.21,6232601.43,124.6,160,189.24,3.5,-30.94
45204,cseo_18,47478,508687.37,6232573.79,149.2,1.72,9.74,508694.21,6232601.43,125,159,189.24,3.44,-29.79
45205,cseo_18,47479,508686.86,6232573.42,149.3,0,9.17,508694.21,6232601.43,125,158,189.24,3.5,-29.79
45206,cseo_18,47480,508686.96,6232573.42,148,-2.29,4.01,508697.18,6232596.48,123.8,158,172.98,3.5,-30.94
45207,cseo_18,47481,508687.37,6232573.61,147,-2.29,-1.72,508697.18,6232596.48,125,157,172.98,3.5,-29.79
45208,cseo_18,47482,508687.89,6232573.42,147.3,-2.29,-1.72,508697.18,6232596.48,125,157,172.98,3.7,-32.09
45209,cseo_18,47483,508687.99,6232573.05,148.8,0,2.86,508692.98,6232602.91,125,158,200.61,3.58,-29.79
45210,cseo_18,47484,508687.79,6232572.5,151.3,4.01,9.17,508692.98,6232602.91,125,158,200.61,3.53,-29.22
45211,cseo_18,47485,508687.58,6232572.13,151.5,3.44,12.61,508692.98,6232602.91,125,159,200.61,3.75,-32.09
45212,cseo_18,47486,508687.68,6232572.13,150.7,1.15,9.17,508696.06,6232590.31,125,159,182.89,3.72,-32.09
45213,cseo_18,47487,508687.79,6232572.5,149.7,0,2.86,508696.06,6232590.31,125,160,182.89,3.55,-33.23
45214,cseo_18,47488,508687.79,6232572.31,148.7,-2.86,-0.57,508696.06,6232590.31,125,159,182.89,3.5,-33.8
45215,cseo_18,47489,508687.79,6232571.94,148.9,-3.44,0.57,508692.4,6232596.41,122.8,159,191.15,3.5,-33.8
45216,cseo_18,47490,508687.69,6232571.75,150,0,2.86,508692.4,6232596.41,125,160,191.15,3.53,-32.09
45217,cseo_18,47491,508687.79,6232571.57,151.8,2.86,5.73,508692.4,6232596.41,125,159,191.15,3.64,-33.23
45218,cseo_18,47492,508687.89,6232571.38,153.3,2.29,8.59,508692.4,6232596.41,125,160,191.15,3.61,-33.23
45219,cseo_18,47493,508688.31,6232571.38,152.9,0,8.02,508692.4,6232596.41,125,159,191.15,3.5,-29.79
45220,cseo_18,47494,508688.51,6232571.57,152.2,0,5.16,508695.17,6232587.53,125,158,186.95,3.47,-30.94
45221,cseo_18,47495,508688.41,6232571.76,152.1,2.29,3.44,508695.17,6232587.53,125,158,186.95,3.58,-29.22
45222,cseo_18,47496,508687.89,6232571.2,152.3,1.15,5.16,508695.17,6232587.53,125,158,186.95,3.84,-28.07
45223,cseo_18,47497,508687.38,6232570.64,152.4,-1.15,6.3,508691.89,6232588.29,125,157,186.53,4.01,-28.07
45224,cseo_18,47498,508687.38,6232570.64,152.4,-0.57,3.44,508691.89,6232588.29,125,157,186.53,3.92,-26.93
45225,cseo_18,47499,508687.79,6232571.01,151.4,0.57,-0.57,508691.89,6232588.29,125,157,186.53,3.67,-29.22
45226,cseo_18,47500,508688.1,6232571.2,150.2,0.57,1.15,508691.82,6232587.99,125,157,185.08,4.49,-29.79
45227,cseo_18,47501,508687.79,6232570.64,149.8,-0.57,6.88,508691.82,6232587.99,125,157,185.08,4.57,-29.22
45228,cseo_18,47502,508687.38,6232570.27,149.8,0.57,10.31,508691.82,6232587.99,125,157,185.08,4.57,-29.22
45229,cseo_18,47503,508686.97,6232570.08,148.7,3.44,9.17,508694.63,6232583.68,125,158,185.52,4.63,-30.94
45230,cseo_18,47504,508686.97,6232570.08,147.4,1.15,5.16,508694.63,6232583.68,125,159,185.52,4.37,-30.94
45231,cseo_18,47505,508687.17,6232570.08,144.8,-3.44,0,508694.63,6232583.68,125,160,185.52,4.32,-33.8
45232,cseo_18,47506,508687.07,6232570.27,143.1,-4.01,-1.15,508689.95,6232584.75,125,160,194.27,4.29,-34.95
45233,cseo_18,47507,508686.86,6232570.08,142.4,-1.72,1.15,508689.95,6232584.75,125,159,194.27,4.15,-32.09
45234,cseo_18,47508,508686.76,6232569.53,143,0,6.3,508689.95,6232584.75,125,159,194.27,3.92,-33.8
45235,cseo_18,47509,508686.86,6232569.16,144.4,1.15,8.59,508689.95,6232584.75,125,159,194.27,3.75,-33.8
45236,cseo_18,47510,508687.17,6232569.34,144.1,1.72,7.45,508689.95,6232584.75,125,161,194.27,4.01,-33.8
45237,cseo_18,47511,508687.17,6232569.16,141.7,1.72,5.73,508689.95,6232584.75,125,161,194.27,3.53,-33.23
45238,cseo_18,47512,508686.76,6232568.97,140,0.57,4.58,508689.95,6232584.75,126,161,194.27,3.61,-32.09
45239,cseo_18,47513,508686.35,6232568.78,138.4,-1.72,2.86,508688.06,6232579.61,126,160,208.03,3.78,-32.09
45240,cseo_18,47514,508686.25,6232568.78,137.9,-5.16,1.72,508688.06,6232579.61,126,160,208.03,3.78,-32.09
45241,cseo_18,47515,508686.35,6232568.6,137.8,-4.58,2.29,508688.06,6232579.61,126,158,208.03,3.81,-30.94
45242,cseo_18,47516,508686.35,6232568.23,138.1,-0.57,4.01,508689.99,6232581.21,123.6,159,187.76,3.89,-29.79
45243,cseo_18,47517,508686.56,6232567.86,139.1,2.29,5.73,508689.99,6232581.21,126,157,187.76,3.89,-30.94
45244,cseo_18,47518,508686.66,6232567.67,139.1,2.86,6.88,508689.99,6232581.21,126,156,187.76,3.89,-30.94
45245,cseo_18,47519,508686.66,6232567.67,137.4,0.57,6.3,508689.99,6232581.21,126,157,187.76,3.84,-29.22
45246,cseo_18,47520,508686.66,6232567.67,135.9,-2.86,5.16,508689.99,6232581.21,126,157,187.76,3.92,-32.09
45247,cseo_18,47521,508686.56,6232567.49,135.8,-4.01,4.01,508689.99,6232581.21,126,157,187.76,3.75,-33.23
45248,cseo_18,47522,508686.35,6232567.3,135.6,-1.15,2.86,508689.99,6232581.21,126,157,187.76,3.75,-33.23
45249,cseo_18,47523,508686.25,6232567.11,135.2,1.15,2.86,508689.99,6232581.21,126,156,187.76,3.27,-33.23
45250,cseo_18,47524,508686.15,6232566.74,135.2,0,5.16,508686.78,6232574.07,126,156,210.05,2.82,-33.23
45251,cseo_18,47525,508686.15,6232566.37,134.7,-2.86,6.88,508686.78,6232574.07,126,157,210.05,3.36,-33.8
45252,cseo_18,47526,508686.15,6232566.19,134,-2.29,5.73,508686.78,6232574.07,126,156,210.05,3.36,-32.09
45253,cseo_18,47527,508686.25,6232566.37,134.1,0,3.44,508686.78,6232574.07,126,156,210.05,3.36,-32.09
45254,cseo_18,47528,508686.56,6232566.19,134,0,2.29,508686.78,6232574.07,126,157,210.05,3.3,-32.09
45255,cseo_18,47529,508686.66,6232565.82,133.5,-1.15,4.01,508686.78,6232574.07,126,157,210.05,3.39,-32.09
45256,cseo_18,47530,508686.56,6232565.63,133.5,-0.57,5.73,508686.78,6232574.07,126,156,210.05,3.47,-30.94
45257,cseo_18,47531,508686.36,6232565.44,134.2,1.72,6.3,508686.78,6232574.07,126,156,210.05,3.44,-29.79
45258,cseo_18,47532,508685.94,6232565.07,133.8,0.57,6.88,508687.69,6232568.27,126,154,189.69,3.44,-33.23
45259,cseo_18,47533,508685.94,6232564.7,132.5,-3.44,5.16,508687.69,6232568.27,126,151,189.69,3.41,-32.09
45260,cseo_18,47534,508686.25,6232564.89,131.7,-4.01,1.15,508687.69,6232568.27,126,148,189.69,3.5,-33.23
45261,cseo_18,47535,508686.36,6232565.07,131.1,-0.57,-0.57,508687.69,6232568.27,126,148,189.69,3.78,-30.94
45262,cseo_18,47536,508686.36,6232564.52,130.9,0,2.86,508687.69,6232568.27,126,148,189.69,3.95,-28.07
45263,cseo_18,47537,508686.36,6232563.78,131.8,-0.57,7.45,508687.69,6232568.27,126,149,189.69,4.04,-26.93
45264,cseo_18,47538,508686.05,6232563.59,132.7,2.29,8.59,508687.69,6232568.27,126,148,189.69,4.12,-26.93
45265,cseo_18,47539,508686.15,6232563.59,132.7,1.15,6.88,508687.69,6232568.27,126,147,189.69,3.92,-28.07
45266,cseo_18,47540,508686.67,6232563.96,131.1,-2.86,2.86,508687.69,6232568.27,126,147,189.69,3.92,-28.07
45267,cseo_18,47541,508686.46,6232563.96,129.4,-1.72,1.72,508687.69,6232568.27,126,146,189.69,3.67,-29.79
45268,cseo_18,47543,508686.26,6232563.59,129.5,-1.15,3.44,508687.69,6232568.27,126,146,189.69,3.75,-30.94
45269,cseo_18,47544,508686.36,6232563.03,130.8,-1.15,5.73,508687.69,6232568.27,126,146,189.69,3.64,-29.22
45270,cseo_18,47545,508686.15,6232563.03,131.1,1.72,5.73,508687.69,6232568.27,126,147,189.69,3.5,-30.94
45271,cseo_18,47546,508686.26,6232563.03,131.5,1.72,4.58,508687.69,6232568.27,126,146,189.69,3.47,-33.23
45272,cseo_18,47547,508686.46,6232562.85,131.4,-2.29,4.58,508687.69,6232568.27,126,146,189.69,3.36,-32.09
45273,cseo_18,47548,508686.36,6232562.66,130.1,-2.86,5.16,508687.69,6232568.27,126,147,189.69,3.3,-30.94
45274,cseo_18,47549,508686.26,6232562.48,130.3,0,4.01,508687.69,6232568.27,126,146,189.69,3.41,-32.09
45275,cseo_18,47550,508686.46,6232562.29,131.3,1.15,3.44,508688.51,6232557.6,126,147,193.27,3.39,-29.79
45276,cseo_18,47551,508686.57,6232562.11,131.2,0.57,3.44,508688.51,6232557.6,126,146,193.27,3.27,-30.94
45277,cseo_18,47552,508686.47,6232562.11,131.3,0,4.58,508688.51,6232557.6,126,147,193.27,3.41,-29.22
45278,cseo_18,47553,508686.26,6232561.92,131.2,0,5.73,508687.91,6232555,126,145,187.29,3.61,-29.22
45279,cseo_18,47554,508686.16,6232561.73,131.3,-1.72,6.3,508687.91,6232555,126,145,187.29,3.61,-29.22
45280,cseo_18,47555,508686.36,6232561.55,131.6,-2.86,4.58,508687.91,6232555,126,145,187.29,3.87,-28.07
45281,cseo_18,47556,508686.57,6232561.74,131.7,0,2.29,508690.24,6232553.97,124.5,145,183.15,3.72,-28.07
45282,cseo_18,47557,508686.78,6232561.55,131.6,1.15,2.29,508690.24,6232553.97,126,145,183.15,3.81,-29.22
45283,cseo_18,47558,508686.78,6232560.99,131.7,0.57,5.73,508690.24,6232553.97,126,146,183.15,3.72,-29.79
45284,cseo_18,47559,508686.57,6232560.44,132.5,1.15,7.45,508688.49,6232551.09,123.4,146,191.21,3.55,-30.94
45285,cseo_18,47560,508686.26,6232560.44,132.4,1.72,6.3,508688.49,6232551.09,126,145,191.21,3.55,-32.09
45286,cseo_18,47561,508686.26,6232560.44,131.5,-0.57,4.01,508688.49,6232551.09,126,144,191.21,3.39,-32.09
45287,cseo_18,47562,508686.47,6232560.44,131.1,-3.44,1.72,508688.35,6232548.25,126,143,183.08,3.47,-33.23
45288,cseo_18,47563,508686.47,6232560.44,131.2,-1.72,1.15,508688.35,6232548.25,126,143,183.08,3.53,-29.79
45289,cseo_18,47564,508686.47,6232560.25,131.8,1.15,2.86,508688.35,6232548.25,126,142,183.08,3.55,-30.94
45290,cseo_18,47565,508686.57,6232559.88,133.1,1.15,6.3,508688.59,6232547.77,126,142,179.75,3.72,-30.94
45291,cseo_18,47566,508686.47,6232559.51,133.5,0.57,9.17,508688.59,6232547.77,126,142,179.75,3.72,-30.94
45292,cseo_18,47567,508686.47,6232559.32,133.1,0.57,8.02,508688.59,6232547.77,126,143,179.75,3.7,-29.22
45293,cseo_18,47568,508686.57,6232559.14,132.3,0,4.58,508690.63,6232541.87,123.1,142,179.61,3.72,-28.07
45294,cseo_18,47569,508686.78,6232559.14,131.7,-1.72,1.15,508690.63,6232541.87,126,142,179.61,3.72,-30.94
45295,cseo_18,47570,508686.88,6232558.95,131.7,-0.57,0,508690.63,6232541.87,126,143,179.61,3.78,-29.22
45296,cseo_18,47571,508686.58,6232558.58,132.2,1.72,2.29,508689,6232544.85,126,143,176.17,3.81,-29.79
45297,cseo_18,47572,508686.58,6232558.4,133.2,0,5.73,508689,6232544.85,126,142,176.17,3.84,-30.94
45298,cseo_18,47573,508686.78,6232558.21,134.2,-1.15,7.45,508689,6232544.85,126,141,176.17,3.87,-29.79
45299,cseo_18,47574,508686.68,6232558.21,134.1,0.57,6.88,508689,6232544.85,126,141,176.17,3.84,-30.94
45300,cseo_18,47575,508686.89,6232558.4,133.9,1.15,4.58,508689,6232544.85,126,141,176.17,3.72,-30.94
45301,cseo_18,47576,508687.2,6232558.21,133.6,0,3.44,508689,6232544.85,126,141,176.17,3.78,-32.09
45302,cseo_18,47577,508686.99,6232557.84,133.4,0.57,4.01,508689,6232544.85,126,140,176.17,3.87,-32.09
45303,cseo_18,47578,508686.89,6232557.47,133.6,-0.57,5.16,508689,6232544.85,126,140,176.17,3.92,-29.22
45304,cseo_18,47579,508686.89,6232557.28,134.5,0,5.16,508690.09,6232536.52,122.7,140,176.29,3.92,-29.22
45305,cseo_18,47580,508686.79,6232556.91,135.2,0.57,4.58,508690.09,6232536.52,126,140,176.29,4.06,-29.79
45306,cseo_18,47581,508686.89,6232556.73,135.9,0,4.01,508690.09,6232536.52,126,140,176.29,4.06,-29.79
45307,cseo_18,47582,508687.2,6232556.73,136.1,-0.57,2.86,508690.39,6232534.37,126,139,175.78,3.87,-30.94
45308,cseo_18,47583,508687.41,6232556.91,136.8,0.57,2.29,508690.39,6232534.37,126,140,175.78,3.95,-30.94
45309,cseo_18,47584,508687.61,6232556.73,138.2,1.15,3.44,508690.39,6232534.37,126,141,175.78,4.04,-30.94
45310,cseo_18,47585,508687.61,6232556.36,139.6,0.57,6.88,508690.39,6232534.37,126,141,175.78,4.04,-32.09
45311,cseo_18,47586,508687.51,6232555.99,141.2,0.57,8.59,508691.9,6232529.06,123.1,139,171.59,3.95,-32.09
45312,cseo_18,47587,508687.51,6232555.8,142,1.72,6.3,508691.9,6232529.06,126,138,171.59,4.01,-32.09
45313,cseo_18,47588,508687.82,6232555.8,142.5,1.15,2.86,508691.9,6232529.06,126,138,171.59,4.09,-30.94
45314,cseo_18,47589,508688.23,6232555.8,142.5,-0.57,0.57,508691.96,6232528.26,122.7,139,176.45,4.06,-32.09
45315,cseo_18,47590,508688.44,6232555.62,143.4,-0.57,1.15,508691.96,6232528.26,126,140,176.45,4.12,-29.79
45316,cseo_18,47591,508688.24,6232555.06,145,1.72,5.16,508691.96,6232528.26,126,141,176.45,4.12,-30.94
45317,cseo_18,47592,508688.03,6232554.5,146.5,3.44,8.02,508692.26,6232524.84,122.3,141,172.04,4.12,-30.94
45318,cseo_18,47593,508688.24,6232554.13,147.4,1.72,7.45,508692.26,6232524.84,126,142,172.04,4.04,-30.94
45319,cseo_18,47594,508688.55,6232553.95,147.4,-0.57,5.16,508692.26,6232524.84,126,144,172.04,3.84,-30.94
45320,cseo_18,47595,508688.96,6232553.76,147.2,-1.15,1.72,508694.23,6232524.4,123.2,144,166.14,3.67,-32.09
45321,cseo_18,47596,508689.58,6232553.58,147.7,0,0,508694.23,6232524.4,126,144,166.14,3.78,-30.94
45322,cseo_18,47597,508689.89,6232553.02,148.6,1.15,2.86,508694.23,6232524.4,126,144,166.14,3.81,-30.94
45323,cseo_18,47598,508689.79,6232552.47,150.1,3.44,6.88,508693,6232522.07,123,144,170.16,3.7,-32.09
45324,cseo_18,47599,508689.59,6232551.91,151.6,3.44,9.17,508693,6232522.07,126,144,170.16,3.67,-33.23
45325,cseo_18,47600,508689.79,6232551.54,152.6,-0.57,7.45,508693,6232522.07,126,144,170.16,3.78,-30.94
45326,cseo_18,47601,508690.21,6232551.35,152.9,-1.15,3.44,508693,6232522.07,126,144,170.16,3.84,-30.94
45327,cseo_18,47602,508690.52,6232551.17,152,1.15,0,508693,6232522.07,126,145,170.16,3.92,-30.94
45328,cseo_18,47603,508690.83,6232550.8,151.4,1.72,0.57,508693,6232522.07,126,144,170.16,3.84,-30.94
45329,cseo_18,47604,508690.73,6232550.06,152.9,1.15,5.16,508693,6232522.07,126,144,170.16,3.67,-30.94
45330,cseo_18,47605,508690.52,6232549.31,154.8,1.15,9.17,508693,6232522.07,126,144,170.16,3.67,-30.94
45331,cseo_18,47606,508690.83,6232548.94,156.4,1.72,8.02,508693.65,6232514.82,122.5,144,173.51,3.81,-29.79
45332,cseo_18,47607,508691.66,6232548.76,156,1.72,3.44,508693.65,6232514.82,126,144,173.51,3.78,-30.94
45333,cseo_18,47608,508692.28,6232548.21,155.4,0.57,1.15,508693.65,6232514.82,126,145,173.51,3.72,-30.94
45334,cseo_18,47609,508692.28,6232547.46,155.8,0,2.86,508693.65,6232514.82,126,146,173.51,3.58,-33.23
45335,cseo_18,47610,508692.08,6232546.72,156.5,1.72,5.73,508693.65,6232514.82,126,146,173.51,3.55,-30.94
45336,cseo_18,47611,508692.08,6232545.98,157.4,1.72,6.88,508693.65,6232514.82,126,146,173.51,3.39,-29.79
45337,cseo_18,47612,508692.39,6232545.24,157.6,0.57,6.88,508693.65,6232514.82,127,146,173.51,3.22,-32.09
45338,cseo_18,47613,508692.91,6232544.5,157.8,-0.57,4.58,508693.65,6232514.82,127,146,173.51,3.13,-33.23
45339,cseo_18,47615,508693.53,6232544.13,157.4,0,1.15,508694.7,6232512.69,126,146,169.83,3.07,-32.09
45340,cseo_18,47616,508694.25,6232543.76,157.4,1.15,0.57,508694.7,6232512.69,126,146,169.83,3.33,-30.94
45341,cseo_18,47617,508694.46,6232543.2,157.9,1.72,4.01,508694.7,6232512.69,126,147,169.83,3.44,-29.79
45342,cseo_18,47618,508694.25,6232542.27,160.5,1.15,9.17,508694.7,6232512.69,126,147,169.83,3.3,-29.79
45343,cseo_18,47619,508694.05,6232541.53,161.5,1.15,10.89,508694.7,6232512.69,126,147,169.83,3.3,-29.79
45344,cseo_18,47620,508694.26,6232540.97,160.5,0.57,7.45,508693.17,6232508.67,126,148,173.35,3.13,-32.09
45345,cseo_18,47621,508694.67,6232540.42,159.2,-0.57,1.72,508693.17,6232508.67,126,148,173.35,3.16,-33.23
45346,cseo_18,47622,508695.09,6232539.68,158.8,-0.57,-1.15,508693.98,6232512.08,122.6,149,170.4,2.99,-32.09
45347,cseo_18,47623,508695.5,6232539.12,159.5,-1.15,-0.57,508693.98,6232512.08,126,150,170.4,2.99,-32.09
45348,cseo_18,47624,508695.91,6232538.57,161.1,-0.57,2.86,508693.98,6232512.08,127,149,170.4,2.99,-30.94
45349,cseo_18,47625,508695.92,6232537.82,162,1.72,7.45,508694.88,6232509.41,124.4,149,170.82,2.96,-32.09
45350,cseo_18,47626,508695.92,6232537.08,163.8,2.86,10.89,508694.88,6232509.41,127,149,170.82,2.82,-29.79
45351,cseo_18,47627,508696.12,6232536.53,164.3,1.72,8.59,508694.88,6232509.41,127,149,170.82,2.65,-29.79
45352,cseo_18,47628,508696.75,6232536.16,163.2,-0.57,3.44,508694,6232506.3,123.6,150,174.07,2.54,-32.09
45353,cseo_18,47629,508697.16,6232535.6,162.7,-2.29,0.57,508694,6232506.3,127,150,174.07,2.57,-32.09
45354,cseo_18,47630,508697.06,6232535.04,163.7,-0.57,1.15,508694,6232506.3,126,149,174.07,2.74,-32.09
45355,cseo_18,47631,508696.85,6232534.49,164.9,1.72,4.01,508694.91,6232507.88,127,148,170.65,2.88,-30.94
45356,cseo_18,47632,508696.96,6232533.75,165.5,0.57,6.3,508694.91,6232507.88,127,148,170.65,2.88,-30.94
