Event,DIVE_NO,SECONDS,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
223,cseo_1,44357,467370.02,6287840.03,312.2,-4.58,2.29,467436.42,6287821.21,123,310,266.23,2.42,-37.82
224,cseo_1,44358,467369.01,6287840.4,311.4,-7.45,2.29,467436.42,6287821.21,123,311,266.23,2.31,-36.1
225,cseo_1,44359,467368.4,6287840.6,311.5,-4.58,3.44,467436.42,6287821.21,123,311,266.23,2.31,-36.1
226,cseo_1,44360,467368.09,6287841.15,313.1,0,6.3,467433.38,6287819.62,117.6,310,276.67,1.8,-37.24
227,cseo_1,44361,467367.69,6287841.71,314.7,-1.15,9.17,467433.38,6287819.62,123,310,276.67,1.75,-36.1
228,cseo_1,44362,467366.88,6287842.09,314.5,-6.3,8.02,467433.38,6287819.62,124,310,276.67,1.66,-36.1
229,cseo_1,44363,467366.06,6287842.1,313,-6.3,3.44,467429.99,6287822.84,120.8,309,280.62,1.89,-33.23
230,cseo_1,44364,467365.35,6287841.92,311.8,-2.86,0,467429.99,6287822.84,123,309,280.62,2.23,-30.94
231,cseo_1,44365,467364.64,6287842.29,311.7,-2.29,1.72,467429.99,6287822.84,123,309,280.62,2.45,-28.07
232,cseo_1,44366,467364.03,6287843.23,313.4,-2.86,6.3,467433.92,6287823.16,123,311,313.82,2.65,-29.79
233,cseo_1,44367,467363.63,6287843.79,315.3,-2.29,9.17,467433.92,6287823.16,123,312,313.82,2.65,-29.79
234,cseo_1,44368,467363.12,6287843.98,315.3,-1.72,7.45,467433.92,6287823.16,123,312,313.82,2.48,-33.23
235,cseo_1,44369,467362.3,6287843.61,314.7,-1.15,2.86,467427.91,6287825.82,123,311,286.25,2.54,-34.95
236,cseo_1,44370,467361.69,6287843.62,314.7,-4.01,1.72,467427.91,6287825.82,123,309,286.25,2.51,-33.8
237,cseo_1,44371,467361.18,6287843.99,314.9,-5.73,4.01,467427.91,6287825.82,123,308,286.25,2.85,-30.94
238,cseo_1,44372,467360.88,6287844.36,315.8,-2.86,5.73,467425.61,6287825.71,123,311,296.87,2.71,-29.22
239,cseo_1,44373,467360.47,6287844.55,316.8,0,6.3,467425.61,6287825.71,123,311,296.87,2.71,-29.22
240,cseo_1,44374,467359.56,6287844.75,317.7,-0.57,5.73,467425.61,6287825.71,123,312,296.87,2.79,-34.95
241,cseo_1,44375,467358.54,6287844.75,318.1,-3.44,4.01,467426.25,6287829.98,118.8,313,318.95,2.68,-32.09
242,cseo_1,44376,467357.72,6287844.76,318.4,-1.72,2.86,467426.25,6287829.98,123,312,318.95,2.48,-33.8
243,cseo_1,44377,467357.52,6287844.95,320.6,1.72,5.16,467426.25,6287829.98,123,310,318.95,2.37,-34.95
244,cseo_1,44378,467357.42,6287845.69,322.9,0,8.59,467424.65,6287829.54,123,309,304.69,2.34,-33.23
245,cseo_1,44379,467357.02,6287846.25,325.1,-2.86,9.74,467424.65,6287829.54,123,308,304.69,2.26,-32.09
246,cseo_1,44380,467356.1,6287846.26,324.9,-2.29,4.58,467424.65,6287829.54,123,308,304.69,2.34,-29.79
247,cseo_1,44381,467354.88,6287846.27,323.8,-1.72,-0.57,467420.01,6287835.67,123,309,316.43,2.42,-29.79
248,cseo_1,44382,467353.76,6287846.46,324.4,-0.57,-0.57,467420.01,6287835.67,123,311,316.43,2.59,-29.79
249,cseo_1,44383,467353.15,6287847.02,327.2,1.15,4.58,467420.01,6287835.67,123,311,316.43,2.65,-30.94
250,cseo_1,44384,467353.05,6287847.76,330.6,1.72,10.31,467420.01,6287835.67,123,309,316.43,2.57,-29.22
251,cseo_1,44385,467352.96,6287848.32,333.9,1.72,12.61,467420.01,6287835.67,123,309,316.43,2.57,-29.22
252,cseo_1,44386,467352.24,6287848.51,334.2,0,7.45,467420.01,6287835.67,123,307,316.43,2.48,-33.8
253,cseo_1,44387,467350.82,6287848.52,332.9,-2.29,-0.57,467420.01,6287835.67,123,307,316.43,2.42,-33.23
254,cseo_1,44388,467349.8,6287848.9,331.9,-3.44,-2.86,467417.37,6287840.91,120.5,307,315.98,2.51,-30.94
255,cseo_1,44389,467349.4,6287849.65,333.7,0,2.29,467417.37,6287840.91,123,311,315.98,2.42,-29.79
256,cseo_1,44390,467349.4,6287850.58,336.8,4.01,8.59,467417.37,6287840.91,123,313,315.98,2.48,-30.94
257,cseo_1,44391,467348.9,6287851.32,339.9,2.86,11.46,467420.24,6287839.14,119.2,316,326,2.26,-29.79
258,cseo_1,44392,467348.19,6287851.88,340.2,0,9.17,467420.24,6287839.14,123,314,326,2.17,-33.23
259,cseo_1,44393,467347.38,6287852.26,339.7,0.57,3.44,467420.24,6287839.14,123,312,326,2.14,-32.09
260,cseo_1,44394,467346.67,6287852.64,338.9,0,0,467420.24,6287839.14,123,312,326,2.26,-30.94
261,cseo_1,44395,467346.17,6287853.57,339.2,-1.72,1.15,467420.24,6287839.14,123,311,326,2.62,-28.07
262,cseo_1,44396,467345.66,6287854.13,341,1.15,4.01,467420.24,6287839.14,123,312,326,2.54,-25.78
263,cseo_1,44397,467345.36,6287854.87,342.9,2.86,7.45,467420.24,6287839.14,123,312,326,2.65,-29.22
264,cseo_1,44398,467344.96,6287855.62,344.5,2.29,10.31,467420.24,6287839.14,123,312,326,2.65,-29.22
265,cseo_1,44399,467344.55,6287856.18,345.6,1.72,8.59,467417.23,6287843.69,119.7,312,328.49,2.65,-28.07
266,cseo_1,44400,467343.95,6287856.74,344.9,0,4.58,467417.23,6287843.69,123,314,328.49,2.68,-29.22
267,cseo_1,44401,467343.24,6287857.3,343.8,-0.57,1.15,467417.23,6287843.69,123,315,328.49,2.45,-30.94
268,cseo_1,44402,467342.32,6287857.87,344.3,0.57,0,467417.23,6287843.69,123,314,328.49,2.65,-29.79
269,cseo_1,44403,467342.12,6287858.42,346.3,1.72,4.01,467417.23,6287843.69,123,313,328.49,2.59,-29.79
270,cseo_1,44404,467342.44,6287859.35,348.7,2.29,10.31,467417.23,6287843.69,123,312,328.49,2.68,-29.79
271,cseo_1,44405,467342.24,6287859.91,349.7,1.15,11.46,467417.23,6287843.69,123,312,328.49,2.48,-29.79
272,cseo_1,44406,467341.43,6287860.47,349.2,1.15,6.88,467417.23,6287843.69,123,311,328.49,2.42,-30.94
273,cseo_1,44407,467340.82,6287860.66,348.5,2.86,1.72,467412.63,6287848.54,123,312,319.99,2.42,-30.94
274,cseo_1,44408,467340.31,6287861.22,348.3,1.72,0.57,467412.63,6287848.54,123,312,319.99,2.54,-29.79
275,cseo_1,44409,467340.11,6287861.78,349.9,-0.57,2.29,467412.63,6287848.54,123,312,319.99,2.62,-29.79
276,cseo_1,44410,467340.01,6287862.34,351.5,-1.15,6.3,467410.95,6287849.49,123,314,324.39,2.34,-30.94
277,cseo_1,44411,467339.92,6287862.89,353.3,2.29,8.59,467410.95,6287849.49,123,314,324.39,2.34,-30.94
278,cseo_1,44412,467339.51,6287863.27,353.9,3.44,8.59,467410.95,6287849.49,123,316,324.39,2.11,-34.95
279,cseo_1,44413,467339,6287863.83,354,1.72,6.3,467413.79,6287848.69,118.6,317,332.51,2,-32.09
280,cseo_1,44414,467338.7,6287864.2,354,0.57,4.01,467413.79,6287848.69,123,319,332.51,2,-30.94
281,cseo_1,44415,467338.5,6287864.76,354.3,0.57,2.86,467413.79,6287848.69,123,320,332.51,2.06,-30.94
282,cseo_1,44417,467338.2,6287865.13,355,0.57,2.86,467413.79,6287848.69,123,320,332.51,1.97,-30.94
283,cseo_1,44418,467337.9,6287865.69,357,0.57,5.16,467413.79,6287848.69,123,319,332.51,2.2,-26.93
284,cseo_1,44419,467338.21,6287866.25,358.3,1.72,8.59,467413.79,6287848.69,123,318,332.51,2.54,-26.93
285,cseo_1,44420,467338.31,6287866.8,359.7,1.72,9.17,467413.79,6287848.69,123,316,332.51,2.51,-28.07
286,cseo_1,44421,467337.6,6287867.18,359,1.72,5.73,467413.79,6287848.69,123,313,332.51,2.28,-29.79
287,cseo_1,44422,467336.99,6287867.56,358.2,1.15,2.86,467410.91,6287853.56,123,313,326.96,2.31,-30.94
288,cseo_1,44423,467336.9,6287867.93,359.2,1.72,3.44,467410.91,6287853.56,123,316,326.96,2.28,-29.79
289,cseo_1,44424,467337.2,6287868.3,1.4,1.15,6.3,467410.91,6287853.56,123,316,326.96,2.34,-32.09
290,cseo_1,44425,467337.41,6287868.67,2.8,0.57,8.02,467408.28,6287852.75,120.2,316,324.76,2.34,-32.09
291,cseo_1,44426,467337.31,6287869.04,2.6,0.57,6.88,467408.28,6287852.75,123,316,324.76,2.14,-30.94
292,cseo_1,44427,467336.6,6287869.23,2.2,1.15,2.86,467408.28,6287852.75,123,315,324.76,2.06,-32.09
293,cseo_1,44428,467335.79,6287869.79,2.3,0,1.15,467407.95,6287854.74,123,316,327.52,1.89,-30.94
294,cseo_1,44429,467336.1,6287870.16,4,0.57,6.3,467407.95,6287854.74,123,316,327.52,2.03,-33.23
295,cseo_1,44430,467337.53,6287870.52,6,2.29,12.61,467407.95,6287854.74,123,314,327.52,2.11,-29.79
296,cseo_1,44431,467337.84,6287870.89,6.4,2.29,11.46,467407.95,6287854.74,123,314,327.52,2.03,-25.78
297,cseo_1,44432,467336.82,6287871.27,5.1,0,3.44,467407.95,6287854.74,123,317,327.52,1.94,-29.79
298,cseo_1,44433,467335.7,6287871.65,3.7,-1.72,-2.29,467407.95,6287854.74,123,318,327.52,2.2,-25.78
299,cseo_1,44434,467335.81,6287872.02,4,-0.57,1.15,467407.95,6287854.74,123,318,327.52,2.31,-26.93
300,cseo_1,44435,467336.72,6287872.2,5.8,1.72,8.59,467403.34,6287856.58,120.6,316,318.16,2.26,-29.22
301,cseo_1,44436,467337.44,6287872.56,8,2.29,12.61,467403.34,6287856.58,123,316,318.16,2.37,-28.07
302,cseo_1,44437,467337.44,6287872.93,9,0.57,10.31,467403.34,6287856.58,123,317,318.16,2.62,-29.22
303,cseo_1,44438,467336.63,6287873.31,6.9,-1.15,2.86,467405.29,6287859.58,119.4,317,323.82,2.62,-29.22
304,cseo_1,44439,467335.82,6287873.5,4.8,0.57,-2.29,467405.29,6287859.58,123,319,323.82,2.48,-28.07
305,cseo_1,44440,467335.92,6287873.69,5.8,1.72,1.15,467405.29,6287859.58,123,320,323.82,2.51,-29.79
306,cseo_1,44441,467336.84,6287873.86,8.6,0.57,9.17,467405.29,6287859.58,123,317,323.82,2.57,-28.07
307,cseo_1,44442,467337.55,6287874.04,10.6,-0.57,13.75,467405.29,6287859.58,123,317,323.82,2.4,-29.79
308,cseo_1,44443,467337.66,6287874.04,10.1,0,10.31,467405.29,6287859.58,123,317,323.82,2.28,-32.09
309,cseo_1,44444,467336.94,6287874.23,7.9,0,2.29,467405.29,6287859.58,123,318,323.82,2.37,-29.79
310,cseo_1,44445,467336.03,6287874.8,5.6,-2.29,-2.86,467405.29,6287859.58,123,320,323.82,2.34,-29.22
311,cseo_1,44446,467336.03,6287874.98,5.5,-1.72,0,467405.29,6287859.58,123,320,323.82,2.34,-26.93
312,cseo_1,44447,467336.65,6287875.16,7.4,1.15,6.88,467405.29,6287859.58,123,317,323.82,2.17,-28.07
313,cseo_1,44448,467337.16,6287875.35,10.4,1.72,12.61,467400,6287859.16,123,319,312.04,2.14,-29.79
314,cseo_1,44449,467337.67,6287875.71,11.6,-0.57,13.75,467400,6287859.16,123,319,312.04,2.06,-26.93
315,cseo_1,44450,467337.77,6287875.9,9.7,-1.15,7.45,467400,6287859.16,123,319,312.04,2.06,-26.93
316,cseo_1,44451,467336.86,6287875.91,6.2,-1.15,-1.72,467400,6287859.16,123,320,312.04,2.03,-29.79
317,cseo_1,44452,467336.14,6287876.1,4.5,-1.72,-5.73,467400,6287859.16,123,319,312.04,2.06,-29.22
318,cseo_1,44453,467336.55,6287876.28,5.5,-1.72,2.29,467400,6287859.16,123,319,312.04,2.42,-29.22
319,cseo_1,44454,467337.78,6287876.27,8.6,-0.57,12.61,467400,6287859.16,123,317,312.04,2.48,-26.93
320,cseo_1,44455,467338.39,6287876.45,10.6,0,15.47,467400,6287859.16,123,317,312.04,2.57,-28.07
321,cseo_1,44456,467338.19,6287876.64,9.4,-1.15,10.31,467401.02,6287860,123,317,314.75,2.42,-29.22
322,cseo_1,44457,467337.37,6287876.64,5.9,-2.29,1.15,467401.02,6287860,123,316,314.75,2.45,-32.09
323,cseo_1,44458,467336.96,6287876.83,4.4,-2.29,-2.86,467401.02,6287860,123,317,314.75,2.4,-29.22
324,cseo_1,44459,467337.27,6287877.01,4.3,-2.29,-0.57,467396.82,6287862.1,123,319,311.88,2.51,-29.79
325,cseo_1,44460,467337.68,6287877.2,5.5,-1.72,5.73,467396.82,6287862.1,123,319,311.88,2.65,-29.22
326,cseo_1,44461,467337.99,6287877.19,7.3,-1.15,10.31,467396.82,6287862.1,123,317,311.88,2.54,-29.79
327,cseo_1,44462,467338.29,6287877.38,7.9,-0.57,12.03,467394.45,6287864.43,123,314,309.13,2.62,-32.09
328,cseo_1,44463,467338.3,6287877.56,6.7,-0.57,8.02,467394.45,6287864.43,123,314,309.13,2.62,-32.09
329,cseo_1,44464,467337.89,6287877.57,5,-1.72,1.72,467394.45,6287864.43,123,313,309.13,2.59,-29.79
330,cseo_1,44465,467337.48,6287877.76,3.9,-2.29,-1.72,467394.45,6287864.43,123,314,309.13,2.76,-33.23
331,cseo_1,44466,467337.38,6287877.76,3.7,-3.44,-0.57,467394.45,6287864.43,123,315,309.13,2.76,-30.94
332,cseo_1,44467,467337.59,6287877.94,5,-2.86,4.58,467394.45,6287864.43,123,316,309.13,2.71,-29.22
333,cseo_1,44468,467338.3,6287877.93,7.2,1.15,10.89,467394.45,6287864.43,123,316,309.13,2.71,-29.79
334,cseo_1,44469,467339.01,6287877.93,8.6,1.72,13.75,467394.88,6287868.72,118.7,316,313.46,2.42,-29.79
335,cseo_1,44470,467339.22,6287878.48,7.7,-2.29,10.31,467394.88,6287868.72,123,316,313.46,2.37,-33.23
336,cseo_1,44471,467338.71,6287878.86,4.3,-5.16,2.29,467394.88,6287868.72,123,316,313.46,2.23,-29.79
337,cseo_1,44472,467338.1,6287879.05,1.6,-1.72,-4.58,467386.51,6287870.78,121.8,316,309.64,2.26,-30.94
338,cseo_1,44473,467337.9,6287879.24,1.9,1.15,-2.86,467386.51,6287870.78,123,316,309.64,2.42,-29.79
339,cseo_1,44474,467338.41,6287879.6,4.4,-1.15,5.73,467386.51,6287870.78,123,316,309.64,2.57,-28.07
340,cseo_1,44475,467339.44,6287879.97,6.4,-2.86,14.32,467390.28,6287873.33,123,317,316.48,2.79,-29.22
341,cseo_1,44476,467339.74,6287880.15,6.1,-1.15,14.32,467390.28,6287873.33,123,317,316.48,2.79,-29.22
342,cseo_1,44477,467339.23,6287880.15,3.5,0.57,6.3,467390.28,6287873.33,123,320,316.48,2.51,-28.07
343,cseo_1,44478,467338.32,6287880.35,0.2,-1.72,-1.72,467391.58,6287873.58,118.5,321,325.33,2.37,-30.94
344,cseo_1,44479,467338.01,6287880.72,358.5,-5.16,-2.29,467391.58,6287873.58,123,321,325.33,2.62,-29.79
345,cseo_1,44480,467338.63,6287880.9,359.5,-4.01,3.44,467391.58,6287873.58,123,320,325.33,2.65,-29.79
346,cseo_1,44481,467339.55,6287880.89,2.4,0.57,9.17,467385.29,6287873.74,120.1,317,305.3,2.76,-29.79
347,cseo_1,44482,467339.85,6287881.26,2.9,0,11.46,467385.29,6287873.74,123,316,305.3,2.88,-30.94
348,cseo_1,44483,467339.65,6287881.45,0.5,-3.44,7.45,467385.29,6287873.74,123,316,305.3,2.85,-29.22
349,cseo_1,44484,467339.04,6287881.45,358.5,-2.29,1.72,467380.94,6287878.17,121.8,316,314.9,2.82,-29.79
350,cseo_1,44485,467338.83,6287881.27,357.5,-0.57,-1.15,467380.94,6287878.17,123,315,314.9,2.65,-30.94
351,cseo_1,44486,467339.14,6287881.64,358.3,-4.01,3.44,467380.94,6287878.17,123,316,314.9,2.74,-30.94
352,cseo_1,44487,467339.66,6287882.19,358.7,-5.73,8.59,467382.14,6287877.25,123,316,312.4,2.93,-30.94
353,cseo_1,44489,467339.76,6287882.19,358.7,0,8.59,467382.14,6287877.25,123,316,312.4,2.85,-33.23
354,cseo_1,44490,467339.66,6287882.19,358.4,2.86,6.3,467382.14,6287877.25,123,316,312.4,2.85,-33.23
355,cseo_1,44491,467339.25,6287882.38,357.1,-2.29,4.01,467382.14,6287877.25,123,316,312.4,2.62,-30.94
356,cseo_1,44492,467339.05,6287882.57,354.8,-6.3,2.86,467382.14,6287877.25,123,316,312.4,2.74,-33.8
357,cseo_1,44493,467339.35,6287882.56,354,-3.44,3.44,467379.35,6287880.94,120.6,316,317.13,2.68,-29.22
358,cseo_1,44494,467339.86,6287882.56,354.3,0,5.73,467379.35,6287880.94,123,316,317.13,2.59,-29.22
359,cseo_1,44495,467340.07,6287882.93,354.2,-1.72,7.45,467379.35,6287880.94,123,317,317.13,2.54,-29.79
360,cseo_1,44496,467339.87,6287883.12,353.1,-3.44,5.73,467380.66,6287885.26,119.8,318,326.5,2.57,-30.94
361,cseo_1,44497,467339.77,6287882.93,351.4,-2.29,3.44,467380.66,6287885.26,123,318,326.5,2.65,-32.09
362,cseo_1,44498,467339.56,6287883.12,350.7,-1.72,2.29,467380.66,6287885.26,123,317,326.5,2.51,-30.94
363,cseo_1,44499,467339.46,6287883.31,350.7,-2.29,4.01,467380.66,6287885.26,123,317,326.5,2.62,-30.94
364,cseo_1,44500,467339.87,6287883.3,350.9,-1.72,6.88,467380.66,6287885.26,123,317,326.5,2.51,-29.79
365,cseo_1,44501,467340.38,6287883.48,351.8,-1.15,8.59,467378.69,6287888.88,123,317,321.24,2.37,-32.09
366,cseo_1,44502,467340.38,6287883.67,351.5,-2.86,7.45,467378.69,6287888.88,123,317,321.24,2.37,-32.09
367,cseo_1,44503,467339.87,6287883.67,349.2,-4.01,4.01,467378.69,6287888.88,123,317,321.24,2.14,-30.94
368,cseo_1,44504,467339.57,6287883.49,347.2,-2.29,0.57,467375.61,6287889.48,120.7,318,329.73,2.31,-30.94
369,cseo_1,44505,467339.26,6287883.68,346.8,-1.15,1.72,467375.61,6287889.48,123,318,329.73,2.28,-30.94
370,cseo_1,44506,467339.57,6287883.86,348,-1.72,6.3,467375.61,6287889.48,123,318,329.73,2.34,-29.22
371,cseo_1,44507,467340.28,6287884.04,349.9,-0.57,11.46,467376.55,6287891.66,123,318,323.15,2.42,-29.22
372,cseo_1,44508,467340.8,6287884.22,350.3,-0.57,10.89,467376.55,6287891.66,123,319,323.15,2.4,-29.79
373,cseo_1,44509,467340.49,6287884.23,348.4,-1.72,5.16,467376.55,6287891.66,123,319,323.15,2.48,-32.09
374,cseo_1,44510,467339.77,6287884.05,345.6,-4.01,-1.15,467376.24,6287893.71,123,317,322.68,2.4,-29.79
375,cseo_1,44511,467339.37,6287884.23,344,-5.73,-1.72,467376.24,6287893.71,123,315,322.68,2.48,-32.09
376,cseo_1,44512,467339.57,6287884.6,344.2,-2.86,3.44,467376.24,6287893.71,123,314,322.68,2.42,-26.93
377,cseo_1,44513,467339.99,6287884.97,346.4,2.86,9.17,467371.12,6287890.68,123,316,320.09,2.45,-28.07
378,cseo_1,44514,467340.09,6287885.16,348.7,2.29,11.46,467371.12,6287890.68,123,318,320.09,2.31,-26.93
379,cseo_1,44515,467339.89,6287885.53,348.2,-2.86,9.74,467371.12,6287890.68,123,318,320.09,2.31,-26.93
380,cseo_1,44516,467339.48,6287885.53,345.8,-4.58,4.58,467372.16,6287900.06,120.9,318,338.09,2.48,-29.22
381,cseo_1,44517,467339.07,6287885.35,343.3,-1.72,-0.57,467372.16,6287900.06,123,319,338.09,2.34,-33.23
382,cseo_1,44518,467339.28,6287885.72,342.9,0,1.15,467372.16,6287900.06,123,318,338.09,2.4,-29.79
383,cseo_1,44519,467340,6287886.27,344.3,-1.15,7.45,467371.47,6287896.2,119.9,318,330.59,2.51,-29.22
384,cseo_1,44520,467340.31,6287886.82,345,-2.86,10.31,467371.47,6287896.2,123,319,330.59,2.26,-29.22
385,cseo_1,44521,467339.9,6287887.01,344,-2.29,6.88,467371.47,6287896.2,123,320,330.59,2.26,-33.23
386,cseo_1,44522,467339.08,6287886.65,342.3,0,1.72,467368.7,6287900.97,123,319,331.92,2.14,-29.79
387,cseo_1,44523,467338.77,6287886.65,342.1,0,1.72,467368.7,6287900.97,123,319,331.92,2.14,-30.94
388,cseo_1,44524,467339.29,6287887.2,342.5,-2.29,6.88,467368.7,6287900.97,123,320,331.92,1.92,-30.94
389,cseo_1,44525,467339.9,6287887.57,342.7,-2.86,10.31,467368.04,6287899.34,123,319,318.17,1.92,-32.09
390,cseo_1,44526,467339.8,6287887.76,341.4,-2.29,8.02,467368.04,6287899.34,123,318,318.17,1.83,-30.94
391,cseo_1,44527,467339.09,6287887.58,338.7,-1.72,2.29,467368.04,6287899.34,123,318,318.17,1.89,-30.94
392,cseo_1,44528,467338.68,6287887.39,338.4,0,1.15,467367.31,6287901.43,120,318,317.79,1.89,-30.94
393,cseo_1,44529,467339.19,6287887.76,339.5,-1.15,5.16,467367.31,6287901.43,123,319,317.79,1.97,-29.79
394,cseo_1,44530,467339.71,6287888.5,339.6,-4.58,9.74,467367.31,6287901.43,123,321,317.79,2.17,-28.07
395,cseo_1,44531,467339.71,6287888.68,338.5,-2.29,8.02,467366.54,6287903.17,123,321,326.46,2.26,-26.93
396,cseo_1,44532,467339.4,6287888.32,337.1,1.15,3.44,467366.54,6287903.17,123,321,326.46,2.17,-28.07
397,cseo_1,44533,467338.89,6287888.5,335.3,-1.15,1.15,467366.54,6287903.17,123,321,326.46,2.4,-28.07
398,cseo_1,44534,467338.79,6287888.88,334.7,-4.58,3.44,467368.05,6287903.77,123,321,324.98,2.26,-28.07
399,cseo_1,44535,467339.2,6287889.06,335.4,-1.72,6.3,467368.05,6287903.77,123,320,324.98,2.31,-28.07
400,cseo_1,44536,467339.41,6287889.24,335.8,-0.57,8.59,467368.05,6287903.77,123,319,324.98,2.11,-29.22
401,cseo_1,44537,467339.1,6287889.62,335.1,-1.72,8.02,467365.3,6287906.16,123,318,318.69,2.2,-32.09
402,cseo_1,44538,467338.49,6287889.81,334,-2.86,4.58,467365.3,6287906.16,123,316,318.69,2.17,-30.94
403,cseo_1,44539,467337.78,6287889.81,333.1,-1.72,2.29,467365.3,6287906.16,123,316,318.69,2.34,-29.79
404,cseo_1,44540,467337.68,6287890,333.8,0.57,2.86,467362.46,6287906.66,123,316,331.44,2.42,-28.07
405,cseo_1,44541,467337.68,6287890.56,335.5,-0.57,7.45,467362.46,6287906.66,123,316,331.44,2.42,-28.07
406,cseo_1,44542,467337.59,6287891.3,336.1,-3.44,9.74,467362.46,6287906.66,123,317,331.44,2.54,-30.94
407,cseo_1,44543,467337.08,6287891.49,335.3,-1.15,6.88,467360.62,6287911.01,120.8,316,313.45,2.34,-30.94
408,cseo_1,44544,467336.47,6287891.49,334.9,1.72,2.86,467360.62,6287911.01,123,316,313.45,2.31,-33.8
409,cseo_1,44545,467335.86,6287891.87,334.8,-1.15,2.29,467360.62,6287911.01,123,315,313.45,2.14,-32.09
410,cseo_1,44546,467335.56,6287892.43,335.5,-2.86,5.16,467361.11,6287910.75,123,315,324.54,2.17,-30.94
411,cseo_1,44547,467335.66,6287892.8,336.8,-0.57,8.02,467361.11,6287910.75,123,315,324.54,2.14,-30.94
412,cseo_1,44548,467335.66,6287893.17,337.5,1.15,8.59,467361.11,6287910.75,123,315,324.54,2.23,-30.94
413,cseo_1,44549,467335.06,6287893.54,337.3,-0.57,6.88,467358.92,6287915.01,123,316,325.15,2.03,-29.79
414,cseo_1,44550,467334.34,6287893.92,336.2,-3.44,4.01,467358.92,6287915.01,123,317,325.15,2.06,-30.94
415,cseo_1,44551,467333.63,6287894.3,335.2,-2.29,2.29,467358.92,6287915.01,123,317,325.15,1.94,-29.22
416,cseo_1,44552,467333.13,6287894.49,335.8,2.86,2.29,467354.7,6287914,123,317,317.62,2.11,-29.22
417,cseo_1,44553,467333.03,6287894.86,338.9,2.86,6.3,467354.7,6287914,123,318,317.62,2.06,-28.07
418,cseo_1,44554,467333.24,6287895.78,340.1,-1.15,12.03,467354.7,6287914,123,318,317.62,2.06,-28.07
419,cseo_1,44555,467333.34,6287896.34,339.4,-1.15,11.46,467354.7,6287914,123,318,317.62,2.17,-28.07
420,cseo_1,44556,467332.73,6287896.35,337.8,0,5.16,467353.8,6287920.86,121.1,318,325.21,2.14,-29.22
421,cseo_1,44557,467331.72,6287896.72,334.7,-1.72,0,467353.8,6287920.86,123,319,325.21,2.14,-29.22
422,cseo_1,44558,467331.11,6287897.1,334.4,-0.57,0.57,467353.8,6287920.86,123,319,325.21,2.45,-28.07
423,cseo_1,44559,467331.11,6287897.66,337.3,2.86,4.58,467354.51,6287917.34,119.7,320,319.66,2.62,-25.78
424,cseo_1,44560,467331.22,6287898.21,339.4,1.72,9.74,467354.51,6287917.34,122,319,319.66,2.68,-26.93
425,cseo_1,44562,467330.92,6287898.77,339.7,-0.57,10.31,467354.51,6287917.34,123,319,319.66,2.42,-29.22
426,cseo_1,44563,467330.51,6287898.96,338.9,0,6.88,467351.87,6287923.15,120.5,316,320.07,2.45,-30.94
427,cseo_1,44564,467329.9,6287899.52,336.8,-1.15,4.01,467351.87,6287923.15,123,316,320.07,2.31,-29.79
428,cseo_1,44565,467329.29,6287900.08,335.2,-1.15,1.72,467351.87,6287923.15,123,316,320.07,2.31,-30.94
429,cseo_1,44566,467328.89,6287900.64,335.7,2.29,2.29,467351.41,6287920.68,123,316,316.2,2.2,-29.79
430,cseo_1,44567,467328.59,6287901.2,338.1,1.72,5.73,467351.41,6287920.68,122,315,316.2,2.28,-29.22
431,cseo_1,44568,467328.19,6287901.95,339.3,-0.57,8.59,467351.41,6287920.68,122,315,316.2,2.28,-29.22
432,cseo_1,44569,467327.88,6287902.32,339.6,1.15,9.17,467349.33,6287924.99,120.7,316,324.39,2.2,-30.94
433,cseo_1,44570,467327.58,6287903.06,339.8,1.15,8.02,467349.33,6287924.99,123,317,324.39,2.09,-30.94
434,cseo_1,44571,467327.08,6287903.81,338.7,-1.15,5.73,467349.33,6287924.99,123,316,324.39,2.31,-30.94
435,cseo_1,44572,467326.17,6287904.37,337.1,0,1.15,467348.27,6287925.64,120.1,316,319.83,2.28,-29.22
436,cseo_1,44573,467325.35,6287904.75,336.9,1.15,0.57,467348.27,6287925.64,123,316,319.83,2.34,-29.79
437,cseo_1,44574,467325.26,6287905.87,338.7,0.57,6.3,467348.27,6287925.64,123,316,319.83,2.17,-29.22
438,cseo_1,44575,467325.27,6287906.98,340.6,0.57,10.89,467347.98,6287927.08,120.4,317,321.24,2.14,-29.79
439,cseo_1,44576,467324.87,6287907.72,341.3,2.29,10.31,467347.98,6287927.08,123,318,321.24,2.03,-30.94
440,cseo_1,44577,467324.16,6287908.29,340.6,1.72,5.73,467347.98,6287927.08,123,318,321.24,1.86,-30.94
441,cseo_1,44578,467322.94,6287908.85,339.1,-1.15,1.15,467346.93,6287929.35,123,317,320.12,2.11,-30.94
442,cseo_1,44579,467322.13,6287909.6,338.4,-0.57,0.57,467346.93,6287929.35,123,317,320.12,2.11,-29.79
443,cseo_1,44580,467321.93,6287910.34,339.4,2.29,4.01,467346.93,6287929.35,123,317,320.12,2.31,-29.79
444,cseo_1,44581,467321.63,6287911.27,341.8,2.29,8.59,467346.93,6287929.35,123,317,320.12,2.31,-29.79
445,cseo_1,44582,467321.33,6287912.02,343.6,1.72,10.31,467346.93,6287929.35,122,319,320.12,2.31,-26.93
