Filename,Frame,Time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,Dive Type,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_2019_EYKT_Dive_05_12-55-58.000.avi,56989,13:27:50,,129.145,2.166,7878.506,15.193,,,-135.514,2029.82,-7611.329,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,55,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,56989,13:27:50,,134.09,1.633,7609.653,18.585,,,-1932.873,1435.933,-7218.65,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,56,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,56989,13:27:50,,101.513,1.032,6533.15,29.308,,,-2180.218,2316.795,-5706.239,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,57,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,57206,13:27:57,,87.524,0.92,6485.612,12.993,,,-256.527,1410.138,-6325.257,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,silvergray,157,157,58,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,57267,13:27:59,,34.483,4.217,3848.869,22.275,,,-1368.007,-521.258,-3559.584,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,79,,,,MISSED FIRST ROUND,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,57366,13:28:02,,18.5,2.308,2826.092,31.768,,,-1133.472,-973.509,-2398.816,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,80,,,,MISSED FIRST ROUND,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,58789,13:28:50,,15.969,0.788,2647.224,21.173,,,-934.451,-212.386,-2467.689,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,59,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,59076,13:28:59,,94.458,0.938,6357.545,20.651,,,1378.748,1744.271,-5956.085,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,60,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,59951,13:29:28,,29.409,1.9,3761.839,29.395,,,1845.775,35.186,-3277.698,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,tiger,148,148,61,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,60118,13:29:34,,59.551,1.135,5130.452,16.212,,,-1191.651,775.024,-4929.588,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,62,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,60532,13:29:48,,57.698,0.42,4965.698,24.206,,,-1860.783,808.324,-4532.357,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,63,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,60631,13:29:51,,90.112,2.358,6804.555,6.761,,,231.318,739.909,-6760.251,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,64,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,60900,13:30:00,,51.525,0.337,4699.984,27.49,,,-1967.165,898.098,-4172.953,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,65,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,60972,13:30:02,,21.974,2.057,3121.044,22.423,,,304.442,-1162.433,-2880.447,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,66,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,61351,13:30:15,,142.513,0.756,8228.025,18.095,,,-94.39,2522.495,-7831.252,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,tiger,148,148,67,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,62072,13:30:39,,38.815,1.667,4260.209,28.748,,,-2045.206,-139.039,-3734.592,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,68,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,64919,13:32:14,,30.314,2.252,3716.985,28.342,,,-1747.158,-260.411,-3270.414,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,69,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,65642,13:32:38,,3.046,0.084,1134.88,17.819,,,234.907,251.446,-1081.455,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,yelloweye,145,145,70,AD,Attracted,,NO LENGTH - too close to ROV,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,65778,13:32:43,,58.02,0.778,5102.793,14.539,,,-921.078,870.511,-4942.907,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,71,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,66312,13:33:00,,83.65,0.191,6393.604,12.45,,,-118.625,1348.282,-6248.699,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,72,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,67064,13:33:25,,15.805,2.434,2744.457,11.218,,,-530.903,-67.404,-2691.773,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,73,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,67273,13:33:32,,46.621,1.534,5045.214,2.228,,,-181.527,54.108,-5041.657,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,rosethorn,150,150,74,,,,,
SL_2019_EYKT_Dive_05_12-55-58.000.avi,67273,13:33:32,,49.094,0.149,4603.487,22.907,,,1648.115,686.211,-4243.221,1,KelliiWood,80,N/A,2019,5,9,Line,rockfish,dusky,172,172,75,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,8332,14:07:54,,70.151,0.799,5851.293,13.017,,,49.351,1294.234,-5706.151,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,1,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,10278,14:08:59,,72.255,0.372,5755.132,13.733,,,-691.316,1156.055,-5595.28,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,2,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,10778,14:09:15,,48.464,1.785,4600.971,18.287,,,1254.621,696.753,-4371.429,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,3,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,11627,14:09:44,,28.338,0.872,3677.984,13.072,,,831.823,-3.347,-3582.685,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,4,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,13255,14:10:38,,42.572,0.431,4254.262,22.03,,,1337.071,855.253,-3947.091,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,5,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,14218,14:11:10,,24.99,1.406,3699.917,0.61,,,-1.541,24.545,-3699.836,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,6,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,14689,14:11:26,,24.108,0.557,3461.449,8.566,,,-513.993,26.718,-3422.971,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,7,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,19531,14:14:07,648.626,149.198,0.609,5921.019,10.358,40.564,24.436,214.252,1042.813,-5824.526,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,8,AD,Fish resting on bottom,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,22248,14:15:38,249.327,58.115,3.261,4475.847,28.103,0.83,15.517,-2050.518,490.523,-3948.16,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,9,JV,Fish resting on bottom,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,22248,14:15:38,,32.739,0.143,3866.596,23.496,,,-1541.505,-22.801,-3545.956,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,10,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,22389,14:15:42,165.881,39.243,1.019,2815.67,21.157,52.017,15.077,-224.577,-991.119,-2625.88,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,11,JV,Fish milling/hovering,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,22389,14:15:42,,31.945,1.887,3745.255,15.933,,,-668.858,-795.203,-3598.224,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,12,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,23767,14:16:28,,36.343,0.42,4332.05,6.115,,,-109.273,431.086,-4309.162,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,13,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,24113,14:16:40,,50.92,2.783,4997.487,8.569,,,-643.753,354.385,-4943.164,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,14,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,24231,14:16:44,564.949,81.108,3.339,4571.103,15.523,34.094,1.051,-254.465,1196.546,-4404.374,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,15,AD,Fish actively swimming in frame,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,34321,14:22:20,478.301,26.121,2.479,3966.936,12.894,9.974,13.494,-593.394,656.866,-3866.909,1,KelliiWood,90,N/A,2019,6,10,Line,greenling,lingcod,130,130,16,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,38326,14:24:34,,12.14,0.658,2347.697,12.628,,,-296.701,-427.962,-2289.213,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,17,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,39374,14:25:08,675.924,195.585,1.393,6351.53,28.735,63.697,22.882,2815.848,1181.151,-5569.364,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,18,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,40566,14:25:48,,34.505,0.116,4010.829,14.469,,,979.719,195.212,-3884.429,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,19,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,41380,14:26:15,,28.63,1.785,3458.724,26.592,,,-1247.705,-929.026,-3089.161,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,20,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,41560,14:26:21,443.387,173.651,0.326,6562.359,21.738,36.347,22.311,-2371.321,532.691,-6095.706,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,21,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,41698,14:26:26,380.905,41.644,1.268,5253.382,9.889,11.093,23.07,-549.999,715.237,-5175.322,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,22,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,43400,14:27:23,,38.964,0.242,4293.509,13.567,,,227.6,964.43,-4177.594,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,23,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,45014,14:28:16,,37.622,0.806,4380.511,6.099,,,-402.797,215.795,-4356.611,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,24,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,46151,14:28:54,,35.907,0.775,4066.5,24.473,,,1681.402,88.781,-3701.544,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,25,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,46473,14:29:05,642.258,339.442,1.687,7733.552,20.92,62.338,14.482,-1896.607,2007.083,-7223.733,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,26,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,47875,14:29:52,,60.31,0.569,5280.322,12.844,,,-621.327,975.231,-5152.153,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,27,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,47881,14:29:52,,35.426,1.049,3981.906,15.803,,,-1019.418,-384.997,-3829.901,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,28,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,49022,14:30:30,,21.508,0.323,3286.831,5.982,,,285.061,-202.996,-3268.148,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,29,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,49140,14:30:34,,92.959,1.175,6488.804,14.253,,,996.866,1223.246,-6294.005,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,30,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,50379,14:31:15,,5.078,2.116,1509.308,25.867,,,-25.482,-663.43,-1355.442,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,42,,,,MISSED FIRST ROUND,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,59891,14:36:32,,10.148,0.292,2071.061,29.246,,,-562.174,-848.532,-1803.676,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,43,,,,MISSED FIRST ROUND,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,60910,14:37:06,,52.819,0.139,4813.508,18.172,,,777.574,1265.83,-4578.527,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,31,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,61596,14:37:29,556.83,105.434,2.085,6439.457,15.783,23.021,28.13,347.42,1716.711,-6196.678,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,32,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,61596,14:37:29,,97.399,1.629,6586.435,17.552,,,-841.459,1774.044,-6286.958,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,33,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,61699,14:37:33,,52.809,0.879,4827.223,20.646,,,-1639.222,440.165,-4518.992,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,34,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,62066,14:37:45,,97.85,0.987,6577.48,17.475,,,1003.655,1676.041,-6280.669,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,35,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,62434,14:37:57,,38.416,2.361,4135.811,20.292,,,-1398.757,301.835,-3880.375,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,36,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,64924,14:39:20,,75.765,1.648,5666.916,21.683,,,-1745.721,1134.908,-5270.52,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,37,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,66880,14:40:25,,44.535,0.672,4634.918,31.452,,,-2402.545,260.968,-3955.014,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,38,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,67960,14:41:01,,32.32,0.487,3844.562,12.998,,,-698.664,494.469,-3748.069,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,39,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,68580,14:41:22,,65.205,0.778,5538.523,31.41,,,2800.318,681.067,-4729.651,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,rosethorn,150,150,40,,,,,
SL_2019_EYKT_Dive_06_14-03-14.000.avi,69369,14:41:48,186.113,49.068,1.771,3958.185,25.784,13.668,1.915,1698.172,283.783,-3564.114,1,KelliiWood,90,N/A,2019,6,10,Line,rockfish,yelloweye,145,145,41,JV,Fish milling/hovering,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,445,15:42:01,,99.712,1.183,6976.754,9.544,,,499.567,1015.788,-6884.308,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,1,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,445,15:42:01,,91.795,0.282,6634.029,10.267,,,643.926,965.624,-6531.713,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,2,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,625,15:42:07,,41.925,0.327,4481.005,12.345,,,-948.004,120.952,-4377.906,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,3,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,856,15:42:15,558.315,212.834,2.102,8184.205,24.448,23.658,15.466,2812.738,1887.276,-7450.363,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,4,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,1005,15:42:20,,91.756,0.061,6767.744,8.019,,,-404.995,825.954,-6704.934,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,5,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,1081,15:42:22,,114.225,0.445,7506.216,9.561,,,383.24,1156.772,-7406.638,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,6,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,1634,15:42:40,472.456,9.662,2.573,2155.665,26.814,11.545,15.047,-480.296,-845.511,-1923.882,1,KelliiWood,98,N/A,2019,7,11,Line,greenling,lingcod,130,130,7,,,YES,Lingcod?,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,1711,15:42:43,,53.743,0.619,4848.682,25.995,,,2009.174,674.996,-4360.885,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,8,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,2105,15:42:56,453.631,15.135,0.226,4105.883,11.165,5.351,11.903,-216.332,765.052,-4028.172,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,9,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,3579,15:43:45,,27.187,4.83,3673.365,32.067,,,-1948.961,57.995,-3113.165,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,10,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,5032,15:44:34,607.073,342.222,0.774,8133.095,24.462,54.666,7.761,-2532.525,2220.04,-7403.038,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,11,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,6102,15:45:09,,96.155,3.656,6502.701,16.899,,,-1152.84,1473.034,-6227.861,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,12,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,6447,15:45:21,,91.364,0.91,6583.2,15.546,,,218.538,1725.349,-6349.326,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,13,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,6447,15:45:21,,71.208,1.221,5581.15,19.886,,,838.874,1682.001,-5255.131,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,14,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,6726,15:45:30,,25.355,1.099,3485.977,10.899,,,-634.907,163.204,-3423.784,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,15,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,6726,15:45:30,,26.413,0.871,3442.799,22.094,,,1283.534,-184.222,-3189.274,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,16,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,8906,15:46:43,,96.054,3.618,6395.235,28.832,,,-2637.243,1576.505,-5608.798,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,17,AD,Fish milling/hovering,,NO LENGTH - facing camera,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,13448,15:49:14,,52.208,1.373,4831.027,16.631,,,-1282.956,497.07,-4630.957,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,18,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,22424,15:54:13,,48.21,1.656,4673.811,27.258,,,-2112.592,328.371,-4156.157,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,19,AD,Fish resting on bottom,,NO LENGTH - partial view,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,24817,15:55:33,449.758,96.135,2.075,5753.935,13.553,23.759,6.613,675.401,1167.097,-5593.701,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,20,AD,Fish resting on bottom,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,25184,15:55:45,,53.439,0.037,5075.57,14.409,,,-35.996,1242.776,-4920.938,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,21,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,26611,15:56:33,,31.258,0.326,4142.43,0.511,,,-12.81,-51.251,-4142.093,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,22,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,27726,15:57:10,576.402,106.011,1.866,6806.185,21.09,11.799,5.097,-1833.406,1623.826,-6350.273,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,23,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,27798,15:57:13,,55.666,1.657,5002.039,14.838,,,-1093.096,648.413,-4837.881,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,24,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,27821,15:57:13,,36.215,0.457,4010.251,23.372,,,1561.481,-318.913,-3679.971,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,25,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,27821,15:57:13,,27.243,0.535,3440.181,23.739,,,1319.401,-433.585,-3147.385,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,26,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,28087,15:57:22,,64.593,0.004,5247.143,24.19,,,-1946.162,894.799,-4790.021,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,27,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,28439,15:57:34,,62.278,0.925,5423.851,15.064,,,1402.87,117.443,-5237.969,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,28,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,32391,15:59:46,,59.282,0.297,5311.189,13.702,,,-235.398,1215.154,-5164.951,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,29,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,33915,16:00:36,604.742,158.392,4.51,6742.014,28.911,48.769,45.758,-2548.705,2031.815,-5901.744,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,30,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,34221,16:00:47,,34.175,0.667,4073.364,10.038,,,249.346,648.672,-4013.645,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,31,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,34221,16:00:47,,97.295,0.759,6450.111,20.586,,,-1338.746,1806.531,-6045.506,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,32,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,34542,16:00:57,,29.857,0.415,3828.141,8.24,,,-464.578,276.686,-3789.76,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,33,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,34894,16:01:09,,23.683,0.39,3210.614,16.836,,,-783.958,-512.441,-3070.97,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,34,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,35231,16:01:20,483.308,176.274,2.121,8028.043,27.981,21.755,18.007,-2285.737,2993.682,-7089.623,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,35,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,36541,16:02:04,1005.45,65.572,1.693,4822.04,26.357,11.935,12.672,1869.322,1043.42,-4320.762,1,KelliiWood,98,N/A,2019,7,11,Line,greenling,lingcod,130,130,36,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,42394,16:05:19,,69.348,0.078,5753.481,10.302,,,-600.516,812.817,-5664.031,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,37,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,42667,16:05:28,,77.006,1.332,5799.694,21.416,,,1985.326,715.3,-5402.155,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,38,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,43341,16:05:51,,85.123,0.049,6761.063,4.339,,,52.412,481.884,-6743.665,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,39,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,45169,16:06:52,763.722,50.929,1.531,4150.825,28.602,8.056,18.677,1970.719,254.364,-3644.298,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,40,AD,Fish moving quickly into frame,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,48757,16:08:51,,33.921,1.707,4094.313,8.97,,,-621.846,128.025,-4044.788,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,41,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,49640,16:09:21,,9.515,0.938,2060.122,18.916,,,-154.812,-657.468,-1946.246,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,yelloweye,145,145,42,AD,Fish seeking cover,,NO LENGTH - partial view,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,50504,16:09:49,,18.476,0.009,2952.016,29.478,,,1446.454,-144.343,-2569.306,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,43,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,51785,16:10:32,,24.58,1.564,3282.893,23.107,,,1247.557,-333.793,-3018.206,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,44,,,,,
SL_2019_EYKT_Dive_07_15-41-45.000.avi,53722,16:11:37,,36.744,0.104,4218.321,9.223,,,562.521,358.393,-4165.256,1,KelliiWood,98,N/A,2019,7,11,Line,rockfish,rosethorn,150,150,45,,,,,
