Event,DIVE_NO,ALDT,Seconds,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
204,nseo_1,1:07:34 PM,47254,421965.78,6376793.57,20.9,-1.72,2.86,421961.83,6376812.06,122,51,,2.9,-30.94
205,nseo_1,1:07:35 PM,47255,421966.09,6376794.12,20.8,-1.15,2.86,421961.83,6376812.06,122,51,,3.1,-30.94
206,nseo_1,1:07:36 PM,47256,421966.3,6376794.68,20.9,-0.57,2.86,421961.83,6376812.06,122,51,,2.88,-32.09
207,nseo_1,1:07:37 PM,47257,421966.61,6376794.86,20.7,0,3.44,421964.6,6376813.59,122,52,,3.16,-30.94
208,nseo_1,1:07:38 PM,47258,421966.91,6376795.04,20.5,-1.15,4.01,421964.6,6376813.59,122,52,,3.27,-29.79
209,nseo_1,1:07:39 PM,47259,421967.11,6376795.03,20.3,-2.29,3.44,421965.71,6376815.16,120.1,52,,3.27,-29.79
210,nseo_1,1:07:40 PM,47260,421967.11,6376795.22,20.2,-2.86,2.86,421965.71,6376815.16,122,52,,3.33,-30.94
211,nseo_1,1:07:41 PM,47261,421967.52,6376795.58,19.9,-4.58,4.01,421965.71,6376815.16,122,53,,3.33,-32.09
212,nseo_1,1:07:42 PM,47262,421968.13,6376796.13,19.6,-2.29,4.58,421965.71,6376815.16,122,53,,3.41,-32.09
213,nseo_1,1:07:43 PM,47263,421968.53,6376796.3,19.5,2.29,2.86,421965.71,6376815.16,122,53,,3.55,-30.94
214,nseo_1,1:07:44 PM,47264,421968.64,6376796.86,19.4,1.72,1.72,421965.71,6376815.16,122,54,,3.7,-29.79
215,nseo_1,1:07:45 PM,47265,421968.75,6376797.23,19.5,-2.86,1.72,421965.71,6376815.16,122,53,,3.67,-29.79
216,nseo_1,1:07:46 PM,47266,421968.95,6376797.41,19.6,-4.58,3.44,421965.71,6376815.16,122,53,,3.55,-29.79
217,nseo_1,1:07:47 PM,47267,421969.36,6376797.59,19.8,-2.29,4.01,421965.71,6376815.16,122,52,,3.75,-29.79
218,nseo_1,1:07:48 PM,47268,421969.56,6376797.77,20,1.72,4.01,421965.71,6376815.16,122,51,,3.75,-29.79
219,nseo_1,1:07:49 PM,47269,421969.66,6376797.95,19.8,1.72,2.86,421965.71,6376815.16,122,52,,3.61,-29.79
220,nseo_1,1:07:50 PM,47270,421969.87,6376798.32,19.7,-1.72,2.86,421965.71,6376815.16,122,50,,3.55,-30.94
221,nseo_1,1:07:51 PM,47271,421970.07,6376798.32,19.6,-3.44,2.86,421965.71,6376815.16,122,50,,3.55,-30.94
222,nseo_1,1:07:52 PM,47272,421970.47,6376798.49,19.4,-2.86,3.44,421967.21,6376819.09,121.8,50,,3.47,-30.94
223,nseo_1,1:07:53 PM,47273,421970.87,6376798.67,18.8,-1.72,3.44,421967.21,6376819.09,122,50,,3.36,-30.94
224,nseo_1,1:07:54 PM,47274,421971.18,6376799.22,18.7,-0.57,3.44,421967.21,6376819.09,122,51,,3.1,-32.09
225,nseo_1,1:07:55 PM,47275,421971.59,6376799.59,18.8,-0.57,3.44,421971.66,6376821.34,120.6,52,,2.93,-32.09
226,nseo_1,1:07:56 PM,47276,421972,6376800.13,18.7,0,3.44,421971.66,6376821.34,122,55,,2.82,-32.09
227,nseo_1,1:07:57 PM,47277,421972.2,6376800.32,18.3,-0.57,2.29,421971.66,6376821.34,122,56,,2.76,-30.94
228,nseo_1,1:07:58 PM,47278,421972.31,6376800.69,17.9,-1.72,1.72,421971.66,6376821.34,122,56,,2.74,-29.79
229,nseo_1,1:07:59 PM,47279,421972.42,6376801.05,17.9,-2.29,2.29,421971.66,6376821.34,122,56,,2.65,-30.94
230,nseo_1,1:08:00 PM,47280,421972.72,6376801.23,18.1,-1.15,4.01,421971.66,6376821.34,122,56,,2.65,-30.94
231,nseo_1,1:08:01 PM,47281,421973.12,6376801.41,18.5,1.15,5.16,421971.66,6376821.34,122,56,,2.71,-29.22
232,nseo_1,1:08:02 PM,47282,421973.33,6376801.78,18.5,0.57,4.58,421971.66,6376821.34,122,57,,2.71,-29.22
233,nseo_1,1:08:03 PM,47283,421973.44,6376802.15,17.9,-2.29,3.44,421971.66,6376821.34,122,57,,2.76,-28.07
234,nseo_1,1:08:04 PM,47284,421973.54,6376802.52,17.5,-3.44,2.29,421971.66,6376821.34,122,57,,2.76,-28.07
235,nseo_1,1:08:05 PM,47285,421973.85,6376802.7,17.2,-1.15,1.72,421971.66,6376821.34,122,56,,2.82,-29.22
236,nseo_1,1:08:06 PM,47286,421974.25,6376802.88,17.5,1.72,2.29,421971.66,6376821.34,122,56,,2.82,-29.22
237,nseo_1,1:08:07 PM,47287,421974.65,6376803.05,18.2,0.57,4.01,421971.66,6376821.34,122,56,,2.62,-29.79
238,nseo_1,1:08:08 PM,47288,421974.96,6376803.42,18.4,-2.29,5.16,421971.66,6376821.34,122,55,,2.71,-30.94
239,nseo_1,1:08:09 PM,47289,421975.06,6376803.6,18,-2.29,4.01,421971.66,6376821.34,122,56,,2.76,-29.79
240,nseo_1,1:08:10 PM,47290,421975.16,6376803.6,17.7,0,2.29,421971.66,6376821.34,122,57,,2.62,-29.79
241,nseo_1,1:08:11 PM,47291,421975.47,6376803.97,17.5,-0.57,2.86,421971.66,6376821.34,122,57,,2.57,-30.94
242,nseo_1,1:08:12 PM,47292,421975.87,6376804.14,17.6,-1.15,3.44,421976.46,6376826.15,122,56,,2.54,-29.79
243,nseo_1,1:08:13 PM,47293,421975.97,6376804.33,17.9,0,2.86,421976.46,6376826.15,122,56,,2.65,-30.94
244,nseo_1,1:08:14 PM,47294,421976.07,6376804.33,18.1,0.57,2.86,421976.46,6376826.15,122,57,,2.68,-30.94
245,nseo_1,1:08:15 PM,47295,421976.28,6376804.69,18.2,-2.29,4.01,421976.46,6376826.15,122,57,,2.79,-29.79
246,nseo_1,1:08:16 PM,47296,421976.49,6376805.06,18.3,-3.44,4.58,421976.46,6376826.15,122,57,,2.85,-29.22
247,nseo_1,1:08:17 PM,47297,421976.69,6376805.24,18.3,0,4.01,421975.76,6376829.64,120,57,,2.85,-29.22
248,nseo_1,1:08:18 PM,47298,421976.9,6376805.61,18.2,1.72,2.86,421975.76,6376829.64,122,57,,2.88,-29.79
249,nseo_1,1:08:19 PM,47299,421977.11,6376806.16,18.3,0,2.86,421975.76,6376829.64,122,57,,2.99,-30.94
250,nseo_1,1:08:20 PM,47300,421977.31,6376806.53,18.5,-1.15,2.86,421975.76,6376829.64,122,58,,3.07,-29.22
251,nseo_1,1:08:21 PM,47301,421977.51,6376806.52,18.8,0.57,2.86,421975.76,6376829.64,122,58,,2.9,-30.94
252,nseo_1,1:08:22 PM,47302,421977.71,6376806.52,19,1.15,3.44,421979.99,6376830.09,122,58,,2.88,-29.79
253,nseo_1,1:08:23 PM,47303,421978.02,6376806.7,18.9,-1.72,4.58,421979.99,6376830.09,122,58,,3.02,-29.79
254,nseo_1,1:08:24 PM,47304,421978.42,6376807.06,18.7,-2.86,5.16,421979.99,6376830.09,122,58,,2.9,-30.94
255,nseo_1,1:08:25 PM,47305,421978.63,6376807.25,18.5,0,3.44,421979.99,6376830.09,122,57,,2.85,-29.79
256,nseo_1,1:08:26 PM,47306,421978.73,6376807.43,18.4,2.86,1.15,421979.99,6376830.09,122,57,,2.79,-29.79
257,nseo_1,1:08:27 PM,47307,421978.94,6376807.8,18.3,0,1.72,421983.19,6376830.67,122,56,,2.71,-30.94
258,nseo_1,1:08:28 PM,47308,421979.34,6376808.16,18.2,-3.44,4.01,421983.19,6376830.67,122,56,,2.71,-30.94
259,nseo_1,1:08:30 PM,47310,421979.84,6376808.15,18.3,-1.72,5.16,421983.19,6376830.67,122,56,,2.82,-30.94
260,nseo_1,1:08:31 PM,47311,421980.14,6376808.33,18.2,0.57,4.58,421983.19,6376830.67,122,56,,2.82,-30.94
261,nseo_1,1:08:32 PM,47312,421980.26,6376808.88,17.6,-0.57,3.44,421983.9,6376833.32,119.7,56,,2.93,-29.22
262,nseo_1,1:08:33 PM,47313,421980.37,6376809.44,16.9,-0.57,1.15,421983.9,6376833.32,122,55,,2.96,-29.22
263,nseo_1,1:08:34 PM,47314,421980.48,6376809.99,16.4,0,0.57,421983.9,6376833.32,122,56,,2.99,-29.22
264,nseo_1,1:08:35 PM,47315,421980.88,6376810.36,16.6,-0.57,3.44,421983.9,6376833.32,122,57,,3.05,-30.94
265,nseo_1,1:08:36 PM,47316,421981.69,6376810.71,16.6,-1.72,6.88,421983.9,6376833.32,122,57,,3.02,-29.79
266,nseo_1,1:08:37 PM,47317,421982.09,6376811.08,16.2,0,6.88,421985.37,6376835.98,119.8,57,,3.05,-30.94
267,nseo_1,1:08:38 PM,47318,421982.1,6376811.45,15.3,1.15,3.44,421985.37,6376835.98,122,57,,3.16,-30.94
268,nseo_1,1:08:39 PM,47319,421982.01,6376811.82,14.2,0,0,421985.37,6376835.98,122,58,,3.33,-29.79
269,nseo_1,1:08:40 PM,47320,421982.22,6376812.19,13.9,-1.72,0.57,421985.37,6376835.98,122,57,,3.61,-29.79
270,nseo_1,1:08:41 PM,47321,421982.72,6376812.36,14.4,-1.15,2.86,421985.37,6376835.98,122,58,,3.81,-29.22
271,nseo_1,1:08:42 PM,47322,421983.32,6376812.72,15.1,-1.15,5.73,421985.37,6376835.98,122,59,,3.92,-29.79
272,nseo_1,1:08:43 PM,47323,421983.73,6376813.09,15,-0.57,6.3,421985.37,6376835.98,122,58,,4.12,-29.22
273,nseo_1,1:08:44 PM,47324,421983.64,6376813.46,14.3,0.57,3.44,421988.82,6376837.29,119.2,58,,4.12,-29.22
274,nseo_1,1:08:45 PM,47325,421983.45,6376814.02,13.7,0,0.57,421988.82,6376837.29,121,58,,3.81,-26.93
275,nseo_1,1:08:46 PM,47326,421983.46,6376814.58,13.8,-1.72,0.57,421988.82,6376837.29,122,59,,3.33,-26.93
276,nseo_1,1:08:47 PM,47327,421984.07,6376814.94,14.3,-2.29,4.01,421986.88,6376826.87,120.2,59,,2.79,-28.07
277,nseo_1,1:08:48 PM,47328,421984.77,6376815.48,14.8,0,6.3,421986.88,6376826.87,121,59,,2.57,-28.07
278,nseo_1,1:08:49 PM,47329,421984.98,6376816.03,14.9,1.72,5.16,421986.88,6376826.87,121,58,,2.4,-28.07
279,nseo_1,1:08:50 PM,47330,421984.8,6376816.78,14.7,-0.57,2.29,421986.88,6376826.87,121,59,,3.75,-29.22
280,nseo_1,1:08:51 PM,47331,421984.71,6376817.34,14.4,-2.29,0.57,421986.88,6376826.87,121,60,,4.29,-30.94
281,nseo_1,1:08:52 PM,47332,421984.92,6376817.89,14.3,-1.15,1.72,421986.88,6376826.87,122,60,,4.15,-29.79
282,nseo_1,1:08:53 PM,47333,421985.43,6376818.25,15.1,0.57,4.01,421986.88,6376826.87,121,60,,3.89,-29.79
283,nseo_1,1:08:54 PM,47334,421985.94,6376818.8,16.1,-0.57,6.3,421986.88,6376826.87,121,58,,3.47,-29.22
284,nseo_1,1:08:55 PM,47335,421986.25,6376819.53,16.5,-1.15,5.73,421986.88,6376826.87,121,58,,3.1,-29.22
285,nseo_1,1:08:56 PM,47336,421986.16,6376820.28,16.1,0,2.29,421986.88,6376826.87,121,58,,3.47,-28.07
286,nseo_1,1:08:57 PM,47337,421986.08,6376820.84,15.5,0,0,421991.09,6376839.45,119.4,58,,3.47,-28.07
287,nseo_1,1:08:58 PM,47338,421986.39,6376821.57,15.3,0,0.57,421991.09,6376839.45,121,59,,3.72,-26.93
288,nseo_1,1:08:59 PM,47339,421986.89,6376821.93,15.9,0,4.01,421991.09,6376839.45,121,59,,3.47,-25.78
289,nseo_1,1:09:00 PM,47340,421987.3,6376822.48,17,0,6.3,421992.58,6376839.01,121,59,,2.82,-25.21
290,nseo_1,1:09:01 PM,47341,421987.42,6376823.04,17.6,-1.15,5.73,421992.58,6376839.01,121,59,,3.27,-25.78
291,nseo_1,1:09:02 PM,47342,421987.53,6376823.78,17.2,-1.15,4.01,421992.58,6376839.01,121,59,,3.19,-28.07
292,nseo_1,1:09:03 PM,47343,421987.64,6376824.33,16.1,-1.15,2.29,421992.58,6376839.01,121,59,,3.07,-28.07
293,nseo_1,1:09:04 PM,47344,421988.05,6376825.07,15.7,0.57,1.72,421992.58,6376839.01,121,60,,3.53,-26.93
294,nseo_1,1:09:05 PM,47345,421988.46,6376825.43,15.9,1.15,2.86,421992.58,6376839.01,121,59,,3.61,-29.22
295,nseo_1,1:09:06 PM,47346,421988.77,6376825.98,16.9,-0.57,4.01,421992.58,6376839.01,121,58,,3.55,-29.22
296,nseo_1,1:09:07 PM,47347,421989.08,6376826.53,17.5,-1.72,4.58,421992.58,6376839.01,121,58,,3.55,-29.22
297,nseo_1,1:09:08 PM,47348,421989.19,6376827.09,17.5,-0.57,4.01,421992.58,6376839.01,121,58,,3.24,-29.79
298,nseo_1,1:09:09 PM,47349,421989.3,6376827.64,17.3,0,2.86,421992.58,6376839.01,121,58,,3.24,-29.79
299,nseo_1,1:09:10 PM,47350,421989.51,6376828.19,17.1,0,2.29,421992.58,6376839.01,121,58,,2.85,-30.94
300,nseo_1,1:09:11 PM,47351,421989.72,6376828.75,17.4,-0.57,2.86,421992.58,6376839.01,121,59,,2.9,-30.94
301,nseo_1,1:09:12 PM,47352,421989.83,6376829.3,17.9,0,3.44,421995.8,6376841.91,119.2,59,,3.33,-33.23
302,nseo_1,1:09:13 PM,47353,421990.04,6376829.67,18.6,-0.57,4.58,421995.8,6376841.91,121,59,,3.44,-32.09
303,nseo_1,1:09:14 PM,47354,421990.25,6376830.22,19.3,-0.57,4.58,421995.8,6376841.91,121,60,,3.19,-33.8
304,nseo_1,1:09:15 PM,47355,421990.56,6376830.77,19.4,0.57,4.58,421997.51,6376844.92,119.1,60,,3.24,-32.09
305,nseo_1,1:09:16 PM,47356,421990.87,6376831.14,19.2,0,3.44,421997.51,6376844.92,121,60,,3.47,-32.09
306,nseo_1,1:09:17 PM,47357,421991.08,6376831.88,19.2,-1.15,2.86,421997.51,6376844.92,121,60,,3.47,-30.94
307,nseo_1,1:09:18 PM,47358,421991.29,6376832.24,19.5,-0.57,1.72,421997.51,6376844.92,121,60,,3.22,-30.94
308,nseo_1,1:09:19 PM,47359,421991.5,6376832.8,20,0,2.29,421997.51,6376844.92,121,59,,3.27,-30.94
309,nseo_1,1:09:20 PM,47360,421991.91,6376833.34,20.8,-0.57,3.44,421999.03,6376844.83,121,59,,3.44,-32.09
310,nseo_1,1:09:21 PM,47361,421992.22,6376833.9,21.6,0,4.58,421999.03,6376844.83,121,60,,3.5,-30.94
311,nseo_1,1:09:22 PM,47362,421992.42,6376834.26,21.6,1.72,4.01,421999.03,6376844.83,121,60,,3.5,-30.94
312,nseo_1,1:09:23 PM,47363,421992.63,6376834.63,21.1,0,3.44,421999.03,6376844.83,121,61,,3.53,-29.79
313,nseo_1,1:09:24 PM,47364,421992.84,6376835.18,20.7,-2.29,3.44,421999.03,6376844.83,121,61,,3.61,-29.79
314,nseo_1,1:09:25 PM,47365,421993.15,6376835.55,20.5,-2.29,3.44,421999.03,6376844.83,121,61,,3.33,-30.94
315,nseo_1,1:09:26 PM,47366,421993.66,6376836.09,20.6,-1.15,4.01,421999.03,6376844.83,121,61,,3.24,-29.79
316,nseo_1,1:09:27 PM,47367,421994.07,6376836.83,20.7,0.57,4.01,421999.03,6376844.83,121,61,,3.41,-29.79
317,nseo_1,1:09:28 PM,47368,421994.28,6376837.38,20.4,1.15,3.44,421999.03,6376844.83,121,62,,3.22,-29.79
318,nseo_1,1:09:29 PM,47369,421994.39,6376837.94,19.8,0,2.86,421999.03,6376844.83,121,63,,2.82,-29.22
319,nseo_1,1:09:30 PM,47370,421994.6,6376838.3,19.5,-1.15,2.86,421999.03,6376844.83,121,62,,2.82,-29.79
320,nseo_1,1:09:31 PM,47371,421994.8,6376838.67,19.5,-1.15,3.44,421999.03,6376844.83,121,62,,2.96,-29.79
321,nseo_1,1:09:32 PM,47372,421995.11,6376839.04,19.6,-1.15,4.58,421999.03,6376844.83,121,62,,3.61,-30.94
322,nseo_1,1:09:33 PM,47373,421995.52,6376839.59,19.6,-1.72,5.16,421999.03,6376844.83,121,63,,3.55,-32.09
323,nseo_1,1:09:34 PM,47374,421995.83,6376840.14,19.6,-0.57,4.58,422003.77,6376848.86,121,63,,3.58,-32.09
324,nseo_1,1:09:35 PM,47375,421996.14,6376840.5,19.4,1.15,2.86,422003.77,6376848.86,121,63,,3.58,-32.09
325,nseo_1,1:09:36 PM,47376,421996.35,6376841.05,19.2,0,2.29,422003.77,6376848.86,121,62,,3.67,-32.09
326,nseo_1,1:09:37 PM,47377,421996.66,6376841.61,19.3,-2.29,2.29,422003.77,6376848.86,121,62,,3.78,-30.94
327,nseo_1,1:09:38 PM,47378,421996.96,6376841.78,19.8,-1.72,3.44,422003.77,6376848.86,121,62,,3.58,-30.94
328,nseo_1,1:09:39 PM,47379,421997.27,6376842.15,20.3,-0.57,4.01,422004.95,6376849.11,119,62,,3.81,-30.94
329,nseo_1,1:09:40 PM,47380,421997.58,6376842.7,20.9,-0.57,4.58,422004.95,6376849.11,121,61,,4.04,-30.94
330,nseo_1,1:09:42 PM,47382,421997.79,6376843.25,20.9,0,4.01,422004.95,6376849.11,121,62,,4.15,-30.94
331,nseo_1,1:09:43 PM,47383,421997.79,6376843.44,20.6,1.15,2.29,422004.95,6376849.11,121,63,,4.26,-30.94
332,nseo_1,1:09:44 PM,47384,421997.8,6376843.81,20.8,-0.57,1.72,422004.95,6376849.11,121,62,,4.23,-29.79
333,nseo_1,1:09:45 PM,47385,421998,6376844.18,21.4,-2.29,3.44,422008.31,6376849.31,121,62,,4.04,-32.09
334,nseo_1,1:09:46 PM,47386,421998.41,6376844.36,22.4,-2.29,5.16,422008.31,6376849.31,121,63,,3.84,-32.09
335,nseo_1,1:09:47 PM,47387,421998.71,6376844.54,22.8,0,5.16,422008.31,6376849.31,121,63,,3.92,-32.09
336,nseo_1,1:09:48 PM,47388,421999.02,6376845.09,22.9,0,4.01,422008.31,6376849.31,121,62,,3.58,-32.09
337,nseo_1,1:09:49 PM,47389,421999.13,6376845.64,22.7,-0.57,2.86,422008.31,6376849.31,121,62,,3.58,-32.09
338,nseo_1,1:09:50 PM,47390,421999.24,6376846.01,22.9,0,1.15,422010.26,6376852.11,121,62,,3.64,-32.09
339,nseo_1,1:09:51 PM,47391,421999.34,6376846.38,23.8,-0.57,1.72,422010.26,6376852.11,121,63,,3.55,-32.09
340,nseo_1,1:09:52 PM,47392,421999.65,6376846.56,25,-1.72,4.01,422010.26,6376852.11,121,62,,3.67,-32.09
341,nseo_1,1:09:53 PM,47393,421999.95,6376846.92,26,-1.72,5.73,422010.26,6376852.11,121,62,,3.81,-29.79
342,nseo_1,1:09:54 PM,47394,422000.36,6376847.29,26.6,-0.57,6.3,422012.59,6376855.13,119.8,61,,3.67,-29.79
343,nseo_1,1:09:55 PM,47395,422000.57,6376847.84,26.5,1.15,4.01,422012.59,6376855.13,121,61,,3.5,-29.79
344,nseo_1,1:09:56 PM,47396,422000.58,6376848.4,26.2,1.72,1.15,422012.59,6376855.13,122,61,,3.5,-29.79
345,nseo_1,1:09:57 PM,47397,422000.59,6376848.95,26.3,0,0,422012.59,6376855.13,121,61,,3.67,-29.22
346,nseo_1,1:09:58 PM,47398,422001,6376849.32,26.9,-1.15,2.29,422012.59,6376855.13,121,62,,3.7,-29.22
347,nseo_1,1:09:59 PM,47399,422001.5,6376849.31,27.8,0,5.16,422013.37,6376853.78,121,61,,3.41,-29.79
348,nseo_1,1:10:00 PM,47400,422002.1,6376849.48,28.1,-0.57,7.45,422013.37,6376853.78,121,62,,3.33,-30.94
349,nseo_1,1:10:01 PM,47401,422002.51,6376849.84,27.6,-1.72,6.3,422013.37,6376853.78,121,63,,2.9,-30.94
350,nseo_1,1:10:02 PM,47402,422002.62,6376850.4,26.6,-1.15,2.29,422016.07,6376856.13,119.4,63,,2.9,-30.94
351,nseo_1,1:10:03 PM,47403,422002.63,6376850.96,25.7,-0.57,-0.57,422016.07,6376856.13,121,64,,2.74,-29.79
352,nseo_1,1:10:04 PM,47404,422002.94,6376851.51,25.7,-0.57,0,422016.07,6376856.13,121,64,,2.9,-29.79
353,nseo_1,1:10:05 PM,47405,422003.44,6376851.68,26.7,-0.57,3.44,422015.47,6376853.61,119.1,63,,2.99,-28.07
354,nseo_1,1:10:06 PM,47406,422004.04,6376851.86,27.7,0.57,7.45,422015.47,6376853.61,121,63,,3.3,-26.93
355,nseo_1,1:10:07 PM,47407,422004.44,6376852.03,28,-0.57,7.45,422015.47,6376853.61,121,63,,3.24,-26.93
356,nseo_1,1:10:08 PM,47408,422004.46,6376852.59,27.4,-2.29,4.01,422017.89,6376857.19,119.4,61,,2.88,-28.07
357,nseo_1,1:10:09 PM,47409,422004.37,6376853.33,26.4,-2.86,0.57,422017.89,6376857.19,121,62,,2.82,-28.07
358,nseo_1,1:10:10 PM,47410,422004.58,6376853.89,25.9,-1.72,0,422017.89,6376857.19,121,63,,2.82,-28.07
359,nseo_1,1:10:11 PM,47411,422005.19,6376854.25,26.2,1.15,2.29,422017.89,6376857.19,121,63,,2.71,-29.22
360,nseo_1,1:10:12 PM,47412,422005.89,6376854.42,27.2,2.29,5.73,422017.89,6376857.19,121,63,,3.44,-29.79
361,nseo_1,1:10:13 PM,47413,422006.29,6376854.78,28.2,0.57,6.88,422017.89,6376857.19,121,63,,3.47,-29.79
362,nseo_1,1:10:14 PM,47414,422006.4,6376854.97,28.2,-1.72,5.16,422017.89,6376857.19,121,63,,3.47,-29.79
363,nseo_1,1:10:15 PM,47415,422006.4,6376855.34,27.5,-4.01,2.29,422017.89,6376857.19,121,63,,3.13,-32.09
364,nseo_1,1:10:16 PM,47416,422006.62,6376855.89,26.7,-3.44,1.15,422017.89,6376857.19,121,63,,2.88,-32.09
365,nseo_1,1:10:17 PM,47417,422007.02,6376856.25,26.8,1.15,0.57,422017.89,6376857.19,121,62,,2.62,-33.23
366,nseo_1,1:10:18 PM,47418,422007.52,6376856.43,27.6,4.01,2.29,422017.89,6376857.19,122,62,,2.4,-33.23
367,nseo_1,1:10:19 PM,47419,422008.03,6376856.79,28.4,1.15,5.16,422017.89,6376857.19,122,62,,2.34,-30.94
368,nseo_1,1:10:20 PM,47420,422008.33,6376856.97,28.6,-3.44,6.3,422017.89,6376857.19,122,61,,2.31,-29.79
369,nseo_1,1:10:21 PM,47421,422008.54,6376857.34,28.2,-4.01,5.16,422019.77,6376860.23,119.7,61,,2.31,-30.94
370,nseo_1,1:10:22 PM,47422,422008.75,6376857.89,27.3,-1.15,2.29,422019.77,6376860.23,122,60,,2.37,-29.79
371,nseo_1,1:10:23 PM,47423,422009.06,6376858.44,26.5,0.57,1.15,422019.77,6376860.23,122,61,,2.54,-29.79
372,nseo_1,1:10:24 PM,47424,422009.47,6376858.99,26.6,0.57,1.72,422019.77,6376860.23,122,61,,2.62,-26.93
373,nseo_1,1:10:25 PM,47425,422009.98,6376859.54,27.6,0,4.01,422019.77,6376860.23,122,60,,2.74,-26.93
374,nseo_1,1:10:26 PM,47426,422010.48,6376859.71,28,-0.57,5.73,422019.77,6376860.23,122,60,,2.74,-29.22
375,nseo_1,1:10:27 PM,47427,422010.79,6376859.89,27.8,-1.72,6.3,422019.77,6376860.23,122,61,,2.93,-28.07
376,nseo_1,1:10:28 PM,47428,422011.19,6376860.44,26.9,-2.86,4.01,422019.77,6376860.23,122,61,,2.93,-28.07
377,nseo_1,1:10:29 PM,47429,422011.41,6376860.99,26,-1.72,1.72,422022.64,6376860.07,120.3,61,,2.99,-26.93
378,nseo_1,1:10:30 PM,47430,422011.72,6376861.55,25.5,0.57,0,422022.64,6376860.07,122,61,,3.07,-25.78
379,nseo_1,1:10:31 PM,47431,422012.02,6376861.91,26.3,0.57,1.15,422022.64,6376860.07,122,60,,2.99,-26.93
380,nseo_1,1:10:32 PM,47432,422012.53,6376862.27,27.4,-1.72,4.58,422022.64,6376860.07,121,60,,2.88,-26.93
381,nseo_1,1:10:33 PM,47433,422012.93,6376862.45,27.8,-2.29,6.88,422022.64,6376860.07,121,59,,2.93,-26.93
382,nseo_1,1:10:34 PM,47434,422013.13,6376862.45,27.4,-0.57,5.73,422022.64,6376860.07,121,59,,2.68,-25.78
383,nseo_1,1:10:35 PM,47435,422013.24,6376862.82,26.7,0.57,2.86,422024.73,6376861.42,121,60,,2.28,-26.93
384,nseo_1,1:10:36 PM,47436,422013.44,6376863.18,26.2,-1.15,1.15,422024.73,6376861.42,121,60,,2.03,-29.22
385,nseo_1,1:10:37 PM,47437,422013.65,6376863.55,26.5,-2.86,1.15,422024.73,6376861.42,121,61,,3.19,-29.79
386,nseo_1,1:10:38 PM,47438,422013.96,6376863.92,27.4,-2.86,2.86,422024.73,6376861.42,121,63,,3.47,-29.79
387,nseo_1,1:10:39 PM,47439,422014.36,6376864.28,28.3,-0.57,4.58,422024.73,6376861.42,121,63,,3.61,-30.94
388,nseo_1,1:10:40 PM,47440,422014.77,6376864.46,28.6,1.15,5.73,422024.73,6376861.42,121,63,,3.61,-30.94
389,nseo_1,1:10:41 PM,47441,422014.97,6376864.82,28.6,0.57,5.16,422024.73,6376861.42,121,62,,3.5,-30.94
390,nseo_1,1:10:42 PM,47442,422015.18,6376865.19,28.4,-2.86,3.44,422024.73,6376861.42,121,62,,3.33,-30.94
391,nseo_1,1:10:43 PM,47443,422015.29,6376865.56,28.2,-3.44,1.72,422027.19,6376861.74,121,62,,3.5,-32.09
392,nseo_1,1:10:44 PM,47444,422015.49,6376865.93,28.6,-0.57,1.15,422027.19,6376861.74,121,61,,3.44,-30.94
393,nseo_1,1:10:45 PM,47445,422016,6376866.1,29.5,1.15,2.86,422028.33,6376861.18,119.3,60,,3.41,-30.94
394,nseo_1,1:10:46 PM,47446,422016.4,6376866.28,30.6,0.57,5.16,422028.33,6376861.18,121,60,,3.36,-30.94
395,nseo_1,1:10:47 PM,47447,422016.6,6376866.46,31.3,-1.15,5.73,422028.33,6376861.18,121,60,,3.05,-29.79
396,nseo_1,1:10:48 PM,47448,422016.7,6376866.65,31.4,-2.86,4.58,422028.33,6376861.18,121,61,,3.47,-29.79
397,nseo_1,1:10:49 PM,47449,422016.81,6376867.02,31.3,-2.29,2.86,422028.33,6376861.18,121,61,,3.44,-30.94
398,nseo_1,1:10:50 PM,47450,422017.11,6376867.2,31.2,0,1.72,422028.33,6376861.18,121,61,,3.33,-30.94
399,nseo_1,1:10:51 PM,47451,422017.52,6376867.74,31.9,0,2.29,422028.33,6376861.18,121,62,,3.24,-32.09
400,nseo_1,1:10:52 PM,47452,422017.73,6376868.11,33,-0.57,2.86,422028.33,6376861.18,121,62,,3.22,-32.09
401,nseo_1,1:10:54 PM,47454,422017.93,6376868.29,33.9,0,4.01,422028.33,6376861.18,121,62,,3.22,-32.09
402,nseo_1,1:10:55 PM,47455,422018.13,6376868.29,34.6,1.15,4.58,422028.33,6376861.18,121,61,,3.05,-30.94
403,nseo_1,1:10:56 PM,47456,422018.24,6376868.47,35,-1.15,4.58,422033.2,6376864.61,118.9,61,,3.1,-29.79
404,nseo_1,1:10:57 PM,47457,422018.34,6376868.84,35.4,-2.86,4.01,422033.2,6376864.61,121,60,,2.82,-29.22
405,nseo_1,1:10:58 PM,47458,422018.55,6376869.02,36,-1.15,2.86,422033.2,6376864.61,121,59,,2.57,-28.07
406,nseo_1,1:10:59 PM,47459,422018.85,6376869.2,36.5,0.57,2.86,422033.2,6376864.61,121,60,,3.19,-29.22
