Event,DIVE_NO,ALDT,Seconds,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
34349,nseo_17,9:50:37 AM,35437,413229.08,6403154.4,33.4,-5.73,2.86,413245.05,6403167.31,82,31,,4.23,-28.07
34350,nseo_17,9:50:38 AM,35438,413229.68,6403154.39,33.5,-2.29,3.44,413249.23,6403172.83,82,32,,4.12,-25.78
34351,nseo_17,9:50:39 AM,35439,413230.37,6403154.37,33.8,0.57,4.58,413249.23,6403172.83,82,33,,4.71,-25.78
34352,nseo_17,9:50:40 AM,35440,413230.77,6403154.36,33,0.57,4.58,413249.23,6403172.83,82,34,,5.9,-25.78
34353,nseo_17,9:50:41 AM,35441,413230.67,6403154.37,31.6,-1.72,2.29,413249.23,6403172.83,82,35,,6.18,-26.93
34354,nseo_17,9:50:42 AM,35442,413230.37,6403154.37,29.6,-4.58,0.57,413249.23,6403172.83,82,36,,5.79,-29.22
34355,nseo_17,9:50:43 AM,35443,413230.27,6403154.37,29,-6.3,2.29,413249.23,6403172.83,82,36,,5.79,-29.22
34356,nseo_17,9:50:44 AM,35444,413230.77,6403154.18,30,-3.44,5.73,413249.23,6403172.83,82,37,,5.33,-29.79
34357,nseo_17,9:50:45 AM,35445,413231.65,6403153.79,30.2,0.57,9.17,413249.23,6403172.83,82,37,,10.59,-32.09
34358,nseo_17,9:50:46 AM,35446,413232.25,6403153.96,28.9,-1.72,8.59,413249.23,6403172.83,82,37,,10.79,-33.23
34359,nseo_17,9:50:47 AM,35447,413232.36,6403154.7,26.6,-5.73,4.01,413249.23,6403172.83,82,39,,10.59,-33.8
34360,nseo_17,9:50:48 AM,35448,413232.47,6403154.88,24.9,-2.86,-0.57,413249.23,6403172.83,82,37,,9.97,-34.95
34361,nseo_17,9:50:49 AM,35449,413232.67,6403154.88,24.8,2.29,-2.86,413254.01,6403175.88,81.6,35,,9.46,-33.8
34362,nseo_17,9:50:50 AM,35450,413233.17,6403155.06,24.8,-2.29,1.15,413254.01,6403175.88,82,33,,9.12,-36.1
34363,nseo_17,9:50:51 AM,35451,413234.07,6403155.41,24.9,-6.88,7.45,413254.01,6403175.88,82,32,,8.61,-36.1
34364,nseo_17,9:50:52 AM,35452,413234.46,6403155.21,25.9,-2.29,9.17,413254.01,6403175.88,83,33,,7.96,-34.95
34365,nseo_17,9:50:53 AM,35453,413234.56,6403155.4,26.1,0,6.88,413254.01,6403175.88,83,34,,7.48,-34.95
34366,nseo_17,9:50:54 AM,35454,413234.58,6403156.32,24.2,-4.01,3.44,413254.01,6403175.88,83,34,,6.66,-36.1
34367,nseo_17,9:50:55 AM,35455,413234.49,6403156.88,22.4,-2.86,0.57,413254.01,6403175.88,83,35,,6.13,-36.1
34368,nseo_17,9:50:56 AM,35456,413234.8,6403157.06,22.6,0,0.57,413254.01,6403175.88,83,35,,6.13,-36.1
34369,nseo_17,9:50:57 AM,35457,413235.6,6403157.42,24.3,-1.72,5.16,413254.01,6403175.88,83,36,,5.7,-33.8
34370,nseo_17,9:50:58 AM,35458,413236.5,6403157.77,25.3,-4.58,8.02,413254.01,6403175.88,83,38,,5.19,-33.23
34371,nseo_17,9:50:59 AM,35459,413236.8,6403158.13,25.1,-4.01,6.3,413254.01,6403175.88,84,37,,4.32,-32.09
34372,nseo_17,9:51:00 AM,35460,413236.61,6403158.51,24.3,-0.57,1.72,413254.01,6403175.88,84,36,,3.81,-32.09
34373,nseo_17,9:51:01 AM,35461,413236.32,6403158.88,23.5,1.15,-1.72,413254.01,6403175.88,83,35,,3.36,-29.22
34374,nseo_17,9:51:02 AM,35462,413236.63,6403159.44,23.5,-2.86,1.15,413254.01,6403175.88,83,35,,3.02,-26.93
34375,nseo_17,9:51:03 AM,35463,413237.54,6403159.97,24,-5.16,8.02,413254.01,6403175.88,83,33,,2.93,-28.07
34376,nseo_17,9:51:04 AM,35464,413238.53,6403159.95,25.1,-1.15,10.89,413254.01,6403175.88,83,33,,2.82,-25.78
34377,nseo_17,9:51:05 AM,35465,413238.94,6403160.5,25.3,1.72,8.02,413254.01,6403175.88,83,34,,2.71,-24.06
34378,nseo_17,9:51:06 AM,35466,413238.66,6403161.43,24,-0.57,1.72,413254.01,6403175.88,83,34,,2.93,-22.92
34379,nseo_17,9:51:07 AM,35467,413238.58,6403162.18,23.4,-4.01,-1.72,413260.02,6403182.45,83,33,,3.36,-22.92
34380,nseo_17,9:51:08 AM,35468,413239.08,6403162.35,23.4,-2.86,0,413260.02,6403182.45,83,33,,3.5,-24.06
34381,nseo_17,9:51:09 AM,35469,413239.77,6403162.52,24.3,-1.72,4.01,413260.02,6403182.45,83,33,,3.5,-24.06
34382,nseo_17,9:51:10 AM,35470,413240.28,6403163.07,25.5,-0.57,6.88,413259.27,6403184.06,80.8,33,,4.06,-24.06
34383,nseo_17,9:51:11 AM,35471,413240.59,6403163.62,26.9,0,6.88,413259.27,6403184.06,83,33,,4.12,-24.06
34384,nseo_17,9:51:13 AM,35473,413240.8,6403164.17,25.8,-1.15,5.16,413259.27,6403184.06,82,33,,3.89,-24.06
34385,nseo_17,9:51:14 AM,35474,413240.82,6403165.1,25,-2.86,2.29,413261.37,6403186.03,82,33,,3.95,-24.06
34386,nseo_17,9:51:15 AM,35475,413241.23,6403165.83,25.3,-2.29,1.15,413261.37,6403186.03,82,33,,4.46,-21.2
34387,nseo_17,9:51:16 AM,35476,413241.84,6403166.38,26.4,1.72,2.29,413261.37,6403186.03,82,33,,4.57,-20.05
34388,nseo_17,9:51:17 AM,35477,413242.45,6403166.92,28,2.29,4.01,413260.77,6403186.08,82,33,,4.52,-21.2
34389,nseo_17,9:51:18 AM,35478,413243.06,6403167.83,28.6,-3.44,6.3,413260.77,6403186.08,82,34,,4.15,-20.05
34390,nseo_17,9:51:19 AM,35479,413243.17,6403168.2,28.4,-1.72,4.58,413260.77,6403186.08,81,33,,4.06,-21.2
34391,nseo_17,9:51:20 AM,35480,413243.18,6403168.57,28.1,1.72,2.86,413260.77,6403186.08,81,31,,4.09,-21.77
34392,nseo_17,9:51:21 AM,35481,413243.99,6403169.3,28,-1.15,4.01,413260.77,6403186.08,81,32,,3.98,-21.77
34393,nseo_17,9:51:22 AM,35482,413244.6,6403170.03,28,-3.44,4.58,413260.77,6403186.08,81,32,,3.87,-21.2
34394,nseo_17,9:51:23 AM,35483,413244.71,6403170.77,28.7,-1.15,2.86,413260.77,6403186.08,81,32,,3.87,-21.2
34395,nseo_17,9:51:24 AM,35484,413245.03,6403171.5,29.4,0.57,2.86,413262.55,6403190.02,78.8,31,,3.72,-21.77
34396,nseo_17,9:51:25 AM,35485,413245.84,6403172.42,29.5,-0.57,5.16,413262.55,6403190.02,81,30,,3.7,-22.92
34397,nseo_17,9:51:26 AM,35486,413246.65,6403173.33,29.2,-1.72,6.3,413262.55,6403190.02,80,29,,3.53,-22.92
34398,nseo_17,9:51:27 AM,35487,413247.16,6403173.87,28.8,1.15,5.73,413262.55,6403190.02,80,30,,3.13,-24.06
34399,nseo_17,9:51:28 AM,35488,413247.67,6403174.42,28.6,3.44,4.01,413262.55,6403190.02,80,32,,2.65,-25.21
34400,nseo_17,9:51:29 AM,35489,413247.88,6403174.97,28.6,0.57,1.72,413262.55,6403190.02,80,35,,11.41,-26.93
34401,nseo_17,9:51:30 AM,35490,413247.79,6403175.53,28.3,-2.86,1.15,413262.55,6403190.02,80,35,,13.44,-28.07
34402,nseo_17,9:51:31 AM,35491,413248.39,6403175.89,28.2,-4.01,4.58,413262.55,6403190.02,80,34,,14.09,-26.93
34403,nseo_17,9:51:32 AM,35492,413249.29,6403176.24,29.5,-1.72,8.59,413262.56,6403193.01,80,34,,14.23,-25.78
34404,nseo_17,9:51:33 AM,35493,413250.1,6403176.78,30.3,1.72,8.59,413262.56,6403193.01,80,35,,13.67,-29.22
34405,nseo_17,9:51:34 AM,35494,413250.42,6403177.88,29.6,1.15,4.58,413262.56,6403193.01,80,40,,12,-30.94
34406,nseo_17,9:51:35 AM,35495,413250.45,6403179,29,0,0.57,413266.33,6403193.14,77.9,40,,12,-30.94
34407,nseo_17,9:51:36 AM,35496,413250.66,6403179.55,28.4,1.15,-1.15,413266.33,6403193.14,81,45,,10.99,-37.24
34408,nseo_17,9:51:37 AM,35497,413251.16,6403180.1,28.9,0,2.29,413266.33,6403193.14,81,47,,10.02,-37.82
34409,nseo_17,9:51:38 AM,35498,413252.07,6403180.63,30.6,-1.72,7.45,413265.36,6403193.65,78.1,47,,9.23,-40.11
34410,nseo_17,9:51:39 AM,35499,413252.67,6403180.99,31.9,-1.15,9.74,413265.36,6403193.65,81,46,,8.44,-41.25
34411,nseo_17,9:51:40 AM,35500,413252.89,6403181.73,31,0,6.88,413265.36,6403193.65,82,44,,7.48,-41.25
34412,nseo_17,9:51:41 AM,35501,413253.21,6403182.84,29.5,-1.15,3.44,413267.81,6403195.77,79.4,44,,6.8,-41.83
34413,nseo_17,9:51:42 AM,35502,413254.02,6403183.75,29.1,-0.57,2.29,413267.81,6403195.77,82,43,,6.21,-40.11
34414,nseo_17,9:51:43 AM,35503,413254.73,6403184.47,29.8,1.15,1.72,413267.81,6403195.77,82,42,,5.93,-40.11
34415,nseo_17,9:51:44 AM,35504,413255.34,6403185.2,30.2,1.72,2.86,413267.55,6403195.94,82,42,,5.79,-37.82
34416,nseo_17,9:51:45 AM,35505,413255.75,6403185.75,31.1,1.15,4.01,413267.55,6403195.94,83,41,,6.04,-37.24
34417,nseo_17,9:51:46 AM,35506,413255.86,6403186.12,31.9,1.15,4.58,413267.55,6403195.94,83,41,,5.76,-37.24
34418,nseo_17,9:51:47 AM,35507,413256.06,6403186.3,31.4,-0.57,5.73,413267.55,6403195.94,83,42,,5.22,-37.24
34419,nseo_17,9:51:48 AM,35508,413256.77,6403187.03,31.1,-4.58,7.45,413267.55,6403195.94,83,40,,5.22,-36.1
34420,nseo_17,9:51:49 AM,35509,413257.18,6403187.58,31.6,-2.86,6.3,413268.47,6403198.55,80.8,40,,5.22,-36.1
34421,nseo_17,9:51:50 AM,35510,413257.69,6403188.49,31.9,1.72,3.44,413268.47,6403198.55,83,38,,5,-37.82
34422,nseo_17,9:51:51 AM,35511,413258.31,6403189.59,31.8,2.29,2.29,413268.47,6403198.55,83,36,,4.68,-37.82
34423,nseo_17,9:51:52 AM,35512,413259.03,6403190.51,32.1,0.57,3.44,413268.47,6403198.55,83,36,,4.57,-37.24
34424,nseo_17,9:51:53 AM,35513,413259.63,6403190.86,32.2,2.29,4.58,413268.47,6403198.55,83,36,,5.25,-33.23
34425,nseo_17,9:51:54 AM,35514,413260.13,6403191.04,31.8,2.29,5.73,413268.47,6403198.55,83,35,,5.28,-32.09
34426,nseo_17,9:51:55 AM,35515,413260.63,6403191.4,32.3,-2.29,6.3,413268.47,6403198.55,83,34,,5.28,-33.23
34427,nseo_17,9:51:56 AM,35516,413260.64,6403191.96,33.5,-1.72,3.44,413270.15,6403202.24,81.4,35,,3.84,-33.23
34428,nseo_17,9:51:57 AM,35517,413260.45,6403192.33,33.6,0.57,1.72,413270.15,6403202.24,83,35,,5,-30.94
34429,nseo_17,9:51:58 AM,35518,413260.96,6403192.88,32.9,0,4.01,413270.15,6403202.24,83,35,,4.83,-29.22
34430,nseo_17,9:51:59 AM,35519,413261.96,6403193.23,33.6,-1.15,8.02,413270.15,6403202.24,83,35,,4.23,-29.79
34431,nseo_17,9:52:00 AM,35520,413262.66,6403193.58,34.8,1.15,9.17,413270.15,6403202.24,83,36,,3.75,-33.23
34432,nseo_17,9:52:01 AM,35521,413263.08,6403194.32,34.9,0.57,6.3,413273.19,6403204.64,81.4,36,,3.75,-33.23
34433,nseo_17,9:52:02 AM,35522,413263.39,6403195.24,33.5,1.15,2.29,413273.19,6403204.64,83,38,,4.32,-33.23
34434,nseo_17,9:52:03 AM,35523,413263.7,6403195.6,32.4,2.86,0.57,413273.19,6403204.64,83,37,,4.2,-34.95
34435,nseo_17,9:52:04 AM,35524,413264.6,6403195.95,33.2,0.57,2.86,413273.19,6403204.64,83,37,,3.95,-33.8
34436,nseo_17,9:52:05 AM,35525,413265.4,6403196.12,34.1,-1.15,6.3,413273.19,6403204.64,83,37,,4.35,-34.95
34437,nseo_17,9:52:06 AM,35526,413265.5,6403196.12,34.3,0.57,5.73,413273.83,6403206.34,80.5,36,,3.98,-33.23
34438,nseo_17,9:52:07 AM,35527,413265.41,6403196.87,34.5,0.57,3.44,413273.83,6403206.34,83,38,,4.32,-33.23
34439,nseo_17,9:52:08 AM,35528,413265.73,6403197.6,34.2,-1.72,4.01,413273.83,6403206.34,83,38,,4.66,-33.23
34440,nseo_17,9:52:09 AM,35529,413266.53,6403198.14,33.9,-1.15,5.73,413273.49,6403207.36,83,38,,4.2,-30.94
34441,nseo_17,9:52:10 AM,35530,413267.33,6403198.49,34.3,2.29,6.88,413273.49,6403207.36,83,38,,4.32,-30.94
34442,nseo_17,9:52:11 AM,35531,413268.04,6403199.04,34.2,4.01,5.73,413273.49,6403207.36,83,37,,3.98,-29.79
34443,nseo_17,9:52:12 AM,35532,413268.55,6403199.77,33.2,0.57,3.44,413276.42,6403207.07,83,36,,3.64,-29.22
34444,nseo_17,9:52:13 AM,35533,413268.86,6403200.13,32.7,-1.15,1.72,413276.42,6403207.07,83,36,,3.5,-29.22
34445,nseo_17,9:52:14 AM,35534,413269.36,6403200.31,32.1,-0.57,2.29,413276.42,6403207.07,83,36,,3.5,-29.22
34446,nseo_17,9:52:15 AM,35535,413270.06,6403200.85,32.8,-1.72,4.58,413276.42,6403207.07,83,36,,4.8,-29.22
34447,nseo_17,9:52:16 AM,35536,413270.57,6403201.58,34,-1.72,5.16,413276.42,6403207.07,83,37,,5.19,-30.94
34448,nseo_17,9:52:17 AM,35537,413270.68,6403202.13,34.2,1.15,4.58,413276.42,6403207.07,82,36,,5.33,-28.07
34449,nseo_17,9:52:18 AM,35538,413271.49,6403202.67,33,2.86,6.3,413278.03,6403210.23,80.3,36,,5.19,-30.94
34450,nseo_17,9:52:19 AM,35539,413272.29,6403202.84,32.3,1.15,7.45,413278.03,6403210.23,83,38,,4.77,-32.09
34451,nseo_17,9:52:20 AM,35540,413272.7,6403203.58,32.2,-2.29,5.16,413278.03,6403210.23,82,40,,4.43,-33.8
34452,nseo_17,9:52:21 AM,35541,413273.01,6403204.31,31.6,-3.44,2.86,413277.46,6403211.97,80.8,40,,4.49,-32.09
34453,nseo_17,9:52:22 AM,35542,413273.61,6403204.48,31.1,1.15,2.29,413277.46,6403211.97,83,40,,4.4,-29.79
34454,nseo_17,9:52:23 AM,35543,413274.21,6403204.66,31.7,4.58,2.86,413277.46,6403211.97,82,38,,4.15,-29.79
34455,nseo_17,9:52:25 AM,35545,413274.92,6403205.38,31.4,-1.15,5.73,413277.46,6403211.97,82,36,,3.7,-26.93
34456,nseo_17,9:52:26 AM,35546,413275.43,6403205.93,31.2,-5.73,7.45,413277.46,6403211.97,82,34,,3.58,-24.06
34457,nseo_17,9:52:27 AM,35547,413275.53,6403206.11,31.9,0.57,5.16,413277.46,6403211.97,82,34,,3.39,-21.2
34458,nseo_17,9:52:28 AM,35548,413275.83,6403206.29,31.5,4.58,4.01,413277.46,6403211.97,82,34,,3.39,-21.2
34459,nseo_17,9:52:29 AM,35549,413276.44,6403206.84,31,0,4.58,413277.46,6403211.97,82,36,,3.36,-18.91
34460,nseo_17,9:52:30 AM,35550,413276.85,6403207.38,31.4,-4.01,4.58,413279.61,6403212.42,78.9,37,,3.3,-18.91
34461,nseo_17,9:52:31 AM,35551,413276.94,6403207.2,31,0.57,3.44,413279.61,6403212.42,81,40,,3.47,-21.2
34462,nseo_17,9:52:32 AM,35552,413277.34,6403207.19,30.7,1.15,4.01,413279.61,6403212.42,81,40,,3.58,-22.92
34463,nseo_17,9:52:33 AM,35553,413277.85,6403207.92,31.2,-4.58,5.16,413279.61,6403212.42,81,42,,3.67,-24.06
34464,nseo_17,9:52:34 AM,35554,413278.05,6403208.1,31.8,-0.57,4.58,413279.61,6403212.42,80,40,,3.78,-24.06
34465,nseo_17,9:52:35 AM,35555,413278.45,6403208.09,31.8,4.58,5.16,413279.61,6403212.42,80,41,,4.52,-22.92
34466,nseo_17,9:52:36 AM,35556,413278.85,6403208.27,31.3,1.15,5.16,413279.61,6403212.42,80,43,,4.88,-24.06
34467,nseo_17,9:52:37 AM,35557,413278.96,6403208.64,31.3,-3.44,4.58,413279.61,6403212.42,80,42,,4.91,-24.06
34468,nseo_17,9:52:38 AM,35558,413279.36,6403208.63,31.5,-1.72,4.58,413279.06,6403213.24,79,42,,4.83,-22.92
34469,nseo_17,9:52:39 AM,35559,413279.75,6403208.44,31.8,2.29,4.01,413279.06,6403213.24,79,42,,4.88,-22.92
34470,nseo_17,9:52:40 AM,35560,413279.65,6403208.62,32.2,0.57,2.86,413279.06,6403213.24,79,41,,4.74,-22.92
34471,nseo_17,9:52:41 AM,35561,413279.86,6403209.18,32.1,-5.16,4.58,413279.76,6403212.29,76.5,41,,4.74,-22.92
34472,nseo_17,9:52:42 AM,35562,413280.46,6403209.16,32.5,-2.86,6.88,413279.76,6403212.29,79,42,,4.63,-22.92
34473,nseo_17,9:52:43 AM,35563,413281.04,6403208.78,33.3,2.86,7.45,413279.76,6403212.29,78,42,,4.4,-24.06
34474,nseo_17,9:52:44 AM,35564,413281.35,6403209.33,33.3,1.72,5.16,413291.66,6403209.37,78,42,,4.15,-22.92
34475,nseo_17,9:52:45 AM,35565,413281.36,6403209.7,33.3,-1.15,2.29,413291.66,6403209.37,78,42,,4.04,-22.92
34476,nseo_17,9:52:46 AM,35566,413281.16,6403209.52,33.7,1.15,0.57,413291.66,6403209.37,78,42,,3.75,-21.2
34477,nseo_17,9:52:47 AM,35567,413281.25,6403209.15,34.5,0.57,2.29,413279.72,6403212.66,77,42,,3.89,-21.77
34478,nseo_17,9:52:48 AM,35568,413281.75,6403209.13,36,-5.16,6.3,413279.72,6403212.66,77,43,,3.64,-20.05
34479,nseo_17,9:52:49 AM,35569,413282.25,6403209.31,37.2,-4.01,8.59,413279.72,6403212.66,77,44,,3.27,-21.2
34480,nseo_17,9:52:50 AM,35570,413282.34,6403209.12,37.3,2.86,6.3,413279.72,6403212.66,77,44,,3.19,-22.92
34481,nseo_17,9:52:51 AM,35571,413282.35,6403209.49,37.2,3.44,3.44,413282.95,6403213.65,75.6,43,,3.33,-22.92
34482,nseo_17,9:52:52 AM,35572,413282.66,6403210.23,36.4,-1.72,2.29,413282.95,6403213.65,76,42,,3.47,-24.06
34483,nseo_17,9:52:53 AM,35573,413282.76,6403210.23,36.9,-1.15,2.29,413282.95,6403213.65,76,42,,3.47,-24.06
34484,nseo_17,9:52:54 AM,35574,413282.95,6403209.67,39.3,2.29,4.58,413282.95,6403213.65,76,41,,3.75,-24.06
34485,nseo_17,9:52:55 AM,35575,413283.74,6403209.46,40.1,-1.15,8.02,413282.95,6403213.65,76,41,,3.98,-24.06
34486,nseo_17,9:52:56 AM,35576,413284.24,6403209.64,39.9,-4.01,8.02,413281.92,6403213.56,76,41,,4.2,-24.06
34487,nseo_17,9:52:57 AM,35577,413283.94,6403209.83,40.7,0,2.86,413281.92,6403213.56,75,41,,4.54,-24.06
34488,nseo_17,9:52:58 AM,35578,413283.56,6403210.21,41.1,4.01,-0.57,413281.92,6403213.56,75,42,,4.57,-22.92
34489,nseo_17,9:52:59 AM,35579,413283.86,6403210.39,41.1,1.15,3.44,413281.92,6403213.56,75,44,,4.6,-22.92
34490,nseo_17,9:53:00 AM,35580,413284.74,6403210,41.9,-2.29,9.17,413281.92,6403213.56,75,45,,4.32,-24.06
34491,nseo_17,9:53:01 AM,35581,413285.13,6403209.43,43.2,-0.57,10.89,413281.92,6403213.56,75,45,,4.15,-24.06
34492,nseo_17,9:53:02 AM,35582,413285.22,6403209.25,43.6,1.72,8.02,413281.92,6403213.56,74,45,,3.98,-21.77
34493,nseo_17,9:53:03 AM,35583,413285.53,6403209.61,41.9,-1.15,3.44,413283.34,6403214.31,72.5,46,,4.4,-22.92
34494,nseo_17,9:53:04 AM,35584,413285.73,6403209.79,40.2,-1.15,-0.57,413283.34,6403214.31,74,45,,4.63,-25.78
34495,nseo_17,9:53:05 AM,35585,413285.63,6403209.79,40.6,1.72,-2.86,413283.34,6403214.31,74,42,,4.8,-24.06
34496,nseo_17,9:53:06 AM,35586,413285.63,6403209.98,42.4,-0.57,0.57,413280.77,6403211.88,74,39,,5.56,-22.92
34497,nseo_17,9:53:07 AM,35587,413286.13,6403209.97,44.4,-2.86,7.45,413280.77,6403211.88,74,39,,5.56,-22.92
34498,nseo_17,9:53:08 AM,35588,413286.62,6403209.59,45.8,1.15,12.61,413280.77,6403211.88,73,39,,5.98,-22.92
34499,nseo_17,9:53:09 AM,35589,413287.11,6403209.39,46,1.15,11.46,413284.97,6403214.73,71.9,40,,5.62,-21.2
34500,nseo_17,9:53:10 AM,35590,413287.42,6403210.13,44.8,-2.86,5.16,413284.97,6403214.73,73,41,,5.25,-21.2
34501,nseo_17,9:53:11 AM,35591,413287.33,6403210.5,42.5,0,-2.29,413284.97,6403214.73,73,42,,4.77,-21.2
34502,nseo_17,9:53:12 AM,35592,413287.62,6403210.31,41.5,3.44,-3.44,413282.3,6403212.11,70.8,41,,4.6,-21.77
34503,nseo_17,9:53:13 AM,35593,413288.31,6403210.11,43.2,-0.57,1.72,413282.3,6403212.11,72,41,,4.52,-24.06
34504,nseo_17,9:53:14 AM,35594,413288.71,6403209.91,45.3,-2.29,6.88,413282.3,6403212.11,72,39,,4.43,-24.06
34505,nseo_17,9:53:15 AM,35595,413288.51,6403209.73,47.5,-0.57,8.59,413282.3,6403212.11,72,39,,4.49,-22.92
34506,nseo_17,9:53:16 AM,35596,413288.7,6403209.73,47.5,0,8.59,413282.3,6403212.11,72,39,,4.18,-21.77
34507,nseo_17,9:53:17 AM,35597,413288.9,6403209.72,46,0.57,6.3,413284.84,6403214.49,71,39,,3.95,-24.06
34508,nseo_17,9:53:18 AM,35598,413289,6403209.91,44.6,0,2.86,413284.84,6403214.49,71,38,,4.09,-22.92
34509,nseo_17,9:53:19 AM,35599,413289.5,6403210.08,43.7,-3.44,2.29,413284.84,6403214.49,71,38,,4.09,-22.92
34510,nseo_17,9:53:20 AM,35600,413290.1,6403209.88,43.6,-1.72,2.29,413283.41,6403214.23,69.4,40,,4.15,-21.77
34511,nseo_17,9:53:21 AM,35601,413290.5,6403210.06,44.4,0.57,2.86,413283.41,6403214.23,71,42,,4.37,-21.2
34512,nseo_17,9:53:22 AM,35602,413291,6403210.24,45.1,-0.57,4.58,413283.41,6403214.23,70,45,,4.46,-21.2
34513,nseo_17,9:53:23 AM,35603,413291.6,6403210.59,45.2,-1.72,6.3,413284.45,6403214,69,41,,4.46,-21.77
34514,nseo_17,9:53:24 AM,35604,413291.89,6403210.4,45.3,1.72,5.73,413284.45,6403214,70,42,,4.77,-21.2
34515,nseo_17,9:53:25 AM,35605,413291.89,6403210.4,45.1,4.01,3.44,413284.45,6403214,70,42,,5.19,-24.06
34516,nseo_17,9:53:26 AM,35606,413291.7,6403210.78,44.8,-1.15,1.15,413286.43,6403213.4,70,39,,4.97,-25.78
34517,nseo_17,9:53:27 AM,35607,413291.8,6403210.77,45.2,-5.16,2.86,413286.43,6403213.4,70,35,,4.68,-30.94
34518,nseo_17,9:53:28 AM,35608,413292.09,6403210.21,45.1,-1.72,6.3,413286.43,6403213.4,70,34,,4.88,-30.94
34519,nseo_17,9:53:29 AM,35609,413292.88,6403210.01,45.7,-1.72,8.59,413286.43,6403213.4,70,39,,5.14,-29.79
34520,nseo_17,9:53:30 AM,35610,413294.07,6403210.17,45.6,-2.86,8.59,413286.43,6403213.4,70,43,,4.88,-33.23
34521,nseo_17,9:53:31 AM,35611,413294.57,6403210.16,44.3,1.15,4.01,413286.43,6403213.4,70,41,,4.43,-33.23
34522,nseo_17,9:53:32 AM,35612,413294.58,6403210.71,43.7,2.29,-2.29,413286.43,6403213.4,70,41,,4.43,-33.23
34523,nseo_17,9:53:33 AM,35613,413294.39,6403211.28,43.4,-1.72,-4.01,413286.43,6403213.4,70,39,,3.92,-32.09
34524,nseo_17,9:53:34 AM,35614,413294.39,6403211.28,44.3,-2.86,0,413286.94,6403214.03,67.6,40,,3.47,-33.8
34525,nseo_17,9:53:35 AM,35615,413294.48,6403210.72,46.7,0,6.88,413286.94,6403214.03,70,42,,3.07,-33.8
34526,nseo_17,9:53:36 AM,35616,413295.06,6403209.96,46.8,-0.57,12.03,413286.94,6403214.03,70,43,,3.02,-34.95
34527,nseo_17,9:53:38 AM,35618,413295.65,6403209.76,45.2,-3.44,12.03,413286.94,6403214.03,70,44,,3.05,-34.95
34528,nseo_17,9:53:39 AM,35619,413295.55,6403209.77,42.8,-2.29,4.01,413286.94,6403214.03,70,46,,3.87,-36.1
34529,nseo_17,9:53:40 AM,35620,413295.46,6403210.14,39.3,-1.72,-2.86,413286.94,6403214.03,70,44,,4.23,-36.1
34530,nseo_17,9:53:41 AM,35621,413295.96,6403210.31,37.1,-4.01,-3.44,413286.94,6403214.03,70,44,,3.92,-34.95
34531,nseo_17,9:53:42 AM,35622,413296.75,6403210.48,38.1,-3.44,0,413288.91,6403217.11,69.2,43,,3.92,-33.23
34532,nseo_17,9:53:43 AM,35623,413297.34,6403210.1,39.7,3.44,4.58,413288.91,6403217.11,71,44,,4.01,-33.8
34533,nseo_17,9:53:44 AM,35624,413297.63,6403209.54,39.7,4.58,7.45,413288.91,6403217.11,71,44,,3.95,-33.8
34534,nseo_17,9:53:45 AM,35625,413297.62,6403209.35,37.1,-3.44,7.45,413293.75,6403218.36,71,44,,4.06,-30.94
34535,nseo_17,9:53:46 AM,35626,413297.43,6403209.54,34,-9.17,5.16,413293.75,6403218.36,71,44,,4.06,-30.94
34536,nseo_17,9:53:47 AM,35627,413297.72,6403209.16,32.4,-5.16,3.44,413293.75,6403218.36,70,44,,4.4,-33.23
34537,nseo_17,9:53:48 AM,35628,413298.71,6403209.14,30.6,-0.57,3.44,413292.4,6403220.51,69.5,44,,4.15,-32.09
34538,nseo_17,9:53:49 AM,35629,413299.21,6403209.5,29.2,0,1.15,413292.4,6403220.51,71,43,,4.01,-33.23
34539,nseo_17,9:53:50 AM,35630,413299.23,6403210.06,29.4,-0.57,-0.57,413292.4,6403220.51,71,41,,3.64,-29.79
34540,nseo_17,9:53:51 AM,35631,413299.52,6403210.05,29.2,-1.72,1.72,413293.2,6403219.49,68.9,42,,3.5,-29.79
34541,nseo_17,9:53:52 AM,35632,413300.32,6403210.03,28.8,-4.01,6.88,413293.2,6403219.49,71,42,,3.44,-32.09
34542,nseo_17,9:53:53 AM,35633,413300.9,6403209.65,28.1,-2.29,8.59,413293.2,6403219.49,70,42,,3.24,-32.09
34543,nseo_17,9:53:54 AM,35634,413300.9,6403209.47,27.3,-1.15,5.73,413293.2,6403219.49,70,41,,3.19,-33.8
34544,nseo_17,9:53:55 AM,35635,413300.91,6403209.84,25,-4.58,2.86,413293.2,6403219.49,70,41,,3.13,-33.23
34545,nseo_17,9:53:56 AM,35636,413301.3,6403209.83,23.1,-3.44,1.72,413294.8,6403221.79,70,41,,3.64,-32.09
34546,nseo_17,9:53:57 AM,35637,413301.99,6403209.44,22.3,0,2.29,413294.8,6403221.79,70,41,,3.87,-32.09
34547,nseo_17,9:53:58 AM,35638,413302.58,6403209.43,22,-1.15,3.44,413294.8,6403221.79,70,41,,3.98,-32.09
34548,nseo_17,9:53:59 AM,35639,413302.68,6403209.43,22.1,-3.44,3.44,413296.88,6403222.5,68.9,41,,3.98,-32.09
