Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS 1 (mm),RMS 2 (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,2278,50:32.9,,,,5.771,3.482,,1415.961,14.754,,,-341.848,-134.42,-1367.486,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,11,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,2482,50:39.7,,,,9.72,1.835,,1893.168,33.993,,,1042.448,-205.929,-1566.838,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,12,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,2668,50:45.9,,,,12.081,0.559,,2064.323,27.328,,,924.136,183.729,-1836.749,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,13,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,7340,53:21.7,,,,6.054,3.272,,1471.289,11.493,,,-103.376,-294.963,-1437.708,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,14,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,8033,53:44.8,,,,31.074,6.301,,3299.35,29.281,,,1535.35,455.351,-2884.626,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,ratfish,ratfish,714,714,15,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,8958,54:15.6,,,,20.298,8.207,,2755.352,31.627,,,1437.098,115.902,-2348.037,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,16,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,11282,55:33.1,,,,18.942,0.929,,2629.229,15.905,,,-703.768,118.25,-2530.528,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,17,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,11540,55:41.7,,,,10.529,7.71,,1934.842,12.288,,,-363.072,-221.342,-1887.538,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,18,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,11719,55:47.6,,,,6.363,0.802,,1459.392,22.164,,,-264.309,-502.315,-1344.487,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,19,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,17779,59:09.6,,,,59.31,2.164,,4637.857,17.63,,,-326.834,1302.617,-4439.154,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,ratfish,ratfish,714,714,20,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,29755,05:48.8,,,,12.012,4.936,,2113.972,8.203,,,244.088,-207.152,-2089.59,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,21,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,29881,05:53.0,,,,38.698,3.61,,3628.108,22.802,,,1235.544,623.157,-3353.845,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,22,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,30102,06:00.4,,,,7.361,7.863,,1579.284,33.087,,,647.445,-588.232,-1314.89,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,23,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,30372,06:09.4,,,,21.88,4.783,,2788.947,14.783,,,-521.698,445.271,-2703.292,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,24,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,30522,06:14.4,,,,3.839,2.21,,1141.693,24.296,,,130.098,-466.238,-1034.002,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,25,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,31404,06:43.8,,,,5.994,1.821,,1468.834,10.758,,,-91.536,-279.102,-1439.165,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,26,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,31533,06:48.1,,,,7.114,0.094,,1596.317,10.65,,,-252.993,-174.246,-1566.481,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,27,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,31655,06:52.2,,,,11.51,0.929,,2042.03,15.812,,,548.487,65.328,-1965.904,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,28,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,31655,06:52.2,,,,17.913,12.353,,2576.305,11.8,,,-250.307,427.404,-2528.244,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,29,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,32537,07:21.6,,,,13.117,0.705,,2293.564,4.793,,,175.568,44.018,-2286.411,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,ratfish,ratfish,714,714,30,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,34978,08:42.9,,,,21.179,3.706,,2732.194,16.759,,,-687.762,346.72,-2621.383,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,31,,,,schools of cod,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,39506,11:13.9,,,,19.86,1.866,,2764.861,10.966,,,-59.018,483.67,-2721.587,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,32,,,,school of cod,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,39721,11:21.0,,,,8.283,0.132,,1656.246,21.134,,,-431.06,-435.359,-1538.766,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,halibut,halibut,200,200,33,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,39722,11:21.1,,,435.333,13.259,1.429,0.957,1632.474,28.56,41.611,22.461,-589.053,-532.499,-1426.335,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,halibut,halibut,200,200,33,,,,High Horz OK cause on ground,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,40343,11:41.8,,,,8.976,0.2,,1842.76,33.776,,,-1020.487,-112.392,-1530.274,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,34,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,42084,12:39.8,,,,70.556,13.765,,4951.849,21.9,,,1716.522,615.952,-4603.799,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,ratfish,ratfish,714,714,35,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,45597,14:36.9,,,,12.739,0.642,,2116.496,16.352,,,-517.074,267.018,-2034.918,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,36,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,45597,14:36.9,,,,13.131,3.778,,2165.01,30.762,,,1073.881,243.504,-1864.07,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,37,,,,school of cod,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,47162,15:29.1,,,,11.955,0.556,,2020.926,28.072,,,-869.734,359.072,-1788.512,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,38,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,47467,15:39.2,,,,8.472,1.249,,1701.288,17.946,,,-382.075,335.646,-1623.497,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,39,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,47467,15:39.2,,,,15.572,1.221,,2332.677,17.897,,,641.812,287.436,-2224.149,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,40,,,,school of cod,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,50359,17:15.6,,,,12.278,2.587,,2175.5,5.947,,,-89.245,-237.974,-2160.602,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,41,,,,school of cod,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,51150,17:42.0,,,,7.624,2.001,,1616.348,32.867,,,-724.898,-513.348,-1350.399,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,42,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,57425,21:11.2,,,,21.615,0.305,,2832.286,12.61,,,578.532,178.614,-2766.81,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,43,,,,school of cod,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,60358,22:48.9,,,,10.608,0.763,,1946.697,31.673,,,-993.636,-263.462,-1653.15,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,44,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,60358,22:48.9,,,,30.478,2.745,,3233.508,22.625,,,-1123.126,491.878,-2992.026,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,ratfish,ratfish,714,714,45,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,61420,23:24.3,,,,29.328,10.051,,3192.865,24.737,,,-1262.695,394.993,-2905.851,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,ratfish,ratfish,714,714,46,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,64218,24:57.6,,,,83.294,4.852,,5328.768,23.271,,,-1852.958,929.062,-4909.089,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,rockfish,yelloweye,145,145,47,AD,fish moving quickly into frame,,No length; too blurry ,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,65649,25:45.3,,,,16.099,1.698,,2368.746,32.176,,,-1155.256,-535.187,-1997.478,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,ratfish,ratfish,714,714,48,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,71641,29:05.0,,,,22.649,2.772,,2848.678,14.133,,,-448.99,491.572,-2769.789,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,halibut,halibut,200,200,49,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,71759,29:09.0,,,746.745,31.589,4.868,2.974,2314.592,28.458,52.16,25.881,-1102.179,-69.679,-2034.13,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,halibut,halibut,200,200,49,,,,High Horiz Angle-swimming,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,73621,30:11.0,,,,14.372,3.201,,2214.817,29.999,,,-1005.177,-492.083,-1911.253,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,rockfish,quillback,147,147,50,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,74742,30:48.4,,,,8.521,3.027,,1779.333,37.71,,,987.255,-478.235,-1400.944,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,51,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,75100,31:00.3,,,,4.141,0.716,,1182.31,17.578,,,-160.393,-335.136,-1122.415,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,52,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,10458,44:14.6,,,,11.657,0.445,,2024.913,35.972,,,717.475,-972.046,-1625.001,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,rosethorn,150,150,1,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,16373,47:31.8,,,,35.391,0.629,,3762.977,7.669,,,-128.868,431.843,-3735.894,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,21582,50:25.4,,,,34.107,2.057,,3381.246,22.532,,,-742.837,-1106.246,-3107.61,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,21944,50:37.5,,,,25.815,1.909,,3077.96,25.228,,,42.953,-1350.959,-2765.303,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,rosethorn,150,150,4,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,30867,55:34.9,,,,27.634,0.58,,3072.376,23.753,,,1183.253,-402.793,-2806.629,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,34244,57:27.5,,,,23.797,1.811,,2868.6,31.675,,,-1361.237,-679.867,-2431.806,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,56725,09:56.8,,,,131.302,7.031,,6891.684,15.788,,,-697.328,1645.342,-6655.966,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,yelloweye,145,145,7,SU,milling/hovering,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,56994,10:05.8,,,587.879,15.505,2.121,2.328,2376.642,25.252,9.027,15.381,-653.583,-805.814,-2138.205,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,rockfish,yelloweye,145,145,7,SU,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,60347,11:57.6,,,,10.097,0.244,,1921.333,35.044,,,-1041.449,-386.559,-1567.633,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,cod,,9991,9991,8,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,60768,12:11.6,,,,4.904,1.136,,1313.544,12.677,,,-100.695,-288.456,-1277.518,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,cod,,9991,9991,9,,,,,
Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi,60768,12:11.6,,,,19.957,1.336,,2811.563,35.381,,,-1626.563,-99.57,-2291.127,1,Jennifer Stahl,0,"new cameras, AKST",2013,19,1,,,,,,cod,,9991,9991,10,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,1977,792.765,,,,46.934,5.089,,4121.635,14.185,,,-856.913,477.252,-4003.225,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,rosethorn,150,150,1,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,3561,793.645,,,,22.983,1.386,,2841.731,19.641,,,-265.405,-955.825,-2662.967,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,5155,794.5306,,,,14.35,1.911,,2205.222,18.565,,,-608.796,-379.698,-2085.234,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,quillback,147,147,3,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,9059,796.6994,,,,57.96,5.178,,4568.453,14.794,,,572.665,952.82,-4431.135,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,greenling,,10007,10007,4,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,9134,796.7411,,,,50.544,1.201,,4317.351,16.976,,,191.561,1186.586,-4146.665,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,quillback,147,147,5,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,9184,796.7689,,,,50.629,2.165,,4229.876,15.853,,,-710.224,852.983,-4081.649,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,silvergray,157,157,6,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,9184,796.7689,,,,60.353,0.472,,4674.077,33.628,,,2466.575,729.16,-3902.734,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,silvergray,157,157,7,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,9336,796.8533,,,,41.989,0.688,,3908.275,22.244,,,1473.062,85.618,-3619.029,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,silvergray,157,157,8,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,11546,798.0811,,,,11.353,1.89,,1986.755,23.316,,,-775.267,-157.725,-1822.438,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,9,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,12093,798.385,,,,11.187,0.808,,1988.912,26.834,,,-891.447,-132.087,-1773.033,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,10,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,12394,798.5522,,,,7.684,12.383,,1682.577,10.231,,,2.39,-322.544,-1651.371,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,11,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,13506,799.17,,,,17.166,9.632,,2523.713,12.003,,,-216.198,442.813,-2475.137,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,12,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,16700,800.9444,,,,11.445,9.958,,1969.637,26.475,,,830.723,-309.689,-1758.824,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,greenstripe,135,135,13,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,17790,801.55,,,,23.964,1.479,,2905.613,13.474,,,446.7,-549.204,-2818.052,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,flatfish,Dover sole,124,124,15,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,17908,801.6155,,,,21.853,5.516,,2932.821,7.205,,,268.701,209.475,-2912.964,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,dusky,172,172,14,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,18684,802.0467,,,,15.354,7.37,,2360.736,25.404,,,63.519,-1041.222,-2117.758,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,octopus,octopus,870,870,16,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,19297,802.3872,,,,6.153,5.4,,1431.538,24.125,,,-531.618,-263.135,-1302.859,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,,,,17,,,,northern rockfish,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,22299,804.055,,,,9.263,32.223,,1818.807,22.8,,,43.681,-727.431,-1666.432,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,18,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,23101,804.5005,,,,7.457,3.047,,1618.968,26.572,,,-145.178,-730.188,-1437.639,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,flatfish,Dover sole,124,124,19,,,Y,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,25135,805.6305,,,,7.064,0.351,,1591.227,25.867,,,-21.034,-714.36,-1421.707,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,20,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,25343,805.7461,,,,23.083,0.605,,2776.675,29.347,,,1127.644,727.009,-2431.008,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,21,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,25932,806.0733,,,,49.248,1.323,,4399.606,37.168,,,-2585.012,568.505,-3514.407,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,ratfish,ratfish,714,714,22,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,26388,806.3267,,,,7.08,0.856,,1539.975,25.112,,,-307.611,-596.556,-1386.008,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,quillback,147,147,23,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,29402,808.0011,,,,44.874,0.223,,3914.055,26.945,,,1617.733,676.886,-3499.227,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,rockfish,quillback,147,147,24,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,32535,809.7416,,,,56.939,1.466,,4533.223,14.269,,,-610.053,873.02,-4406.335,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,ratfish,ratfish,714,714,25,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,37505,812.5028,,,,3.376,3.676,,1108.09,9.52,,,-14.662,167.005,-1095.335,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,26,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,41599,814.7772,,,,10.958,4.679,,1939.023,32.491,,,-883.119,-575.624,-1627.441,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,27,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,42171,815.095,,,,5.225,2.752,,1354.385,14.805,,,-78.96,-355.706,-1304.453,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,28,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,43350,815.75,,,,9.13,1.946,,1772.904,29.439,,,-823.73,-306.298,-1539.753,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,29,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,44581,816.4339,,,,12.336,0.025,,2101.083,22.892,,,-816.967,-4.123,-1935.742,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,30,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,48649,818.6939,,,,37.884,3.856,,3608.979,19.114,,,-950.238,653.611,-3419.732,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,skate,longnose skate,701,701,31,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,51099,820.055,,,,7.87,1.42,,1708.731,10.674,,,313.378,20.125,-1679.628,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,ratfish,ratfish,714,714,32,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,51802,820.4455,,,,17.059,0.702,,2443.497,30.864,,,1181.746,387.95,-2103.247,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,ratfish,ratfish,714,714,33,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,53251,821.2505,,,,10.786,2.481,,2015.191,10.271,,,-348.748,58.14,-1983.933,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,ratfish,ratfish,714,714,34,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,53482,821.3789,,,,8.96,3.107,,1776.429,15.583,,,-465.802,-128.285,-1709.465,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,35,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,56676,823.1533,,,,5.617,2.175,,1381.994,18.488,,,178.167,-419.136,-1304.795,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,36,,,,,
Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi,60584,825.3244,,,,9.403,3.886,,1878.541,7.47,,,-110.157,-244.664,-1859.28,1,Jennifer Stahl,0,"new cameras, AKST",2013,21,1,,,,,,cod,,9991,9991,37,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,840,07:05.0,,,,9.513,0.11,,1845.142,19.175,,,14.421,-630.797,-1733.908,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,1,AD,fish seeking cover,,No length-Under sponge,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,952,07:08.7,,,,24.709,1.118,,2926.647,21.474,,,994.264,360.096,-2728.925,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,2,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,1307,07:20.6,,,,13.79,8.626,,2138.721,29.256,,,734.353,-770.442,-1855.067,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,3,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,1307,07:20.6,,,,42.808,1.741,,4107.554,10.222,,,22.251,670.579,-4052.386,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,4,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,3075,08:19.5,,,,25.687,1.23,,3030.705,34.991,,,-1543.048,-835.153,-2471.172,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,5,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,3979,08:49.6,,,,17.634,0.094,,2447.353,32.185,,,775.491,-1077.445,-2056.031,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,5359,09:35.6,,,,107.013,2.898,,6135.141,21.776,,,-2156.144,647.034,-5707.219,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,7,AD,resting on bottom,,No length- too dark for accuracte,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,5497,09:40.2,,,,72.268,11.949,,4957.308,34.174,,,-2060.348,1814.199,-4127.779,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,black,142,142,8,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,7013,10:30.8,,,,12.421,2.248,,2104.704,17.574,,,108.586,-654.847,-1997.289,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,black,142,142,9,,,,,
